tstep,phl_ssp126,phl_ssp245,phl_ssp585,phs_ssp126,phs_ssp245,phs_ssp585
1395,0.695515351,0.519248172,0.808842102,0.994007095,0.84128122,0.996577283
1396,0.972865245,0.86313846,0.663798425,1.448523247,1.320669455,1.465798484
1397,1.915564185,1.548349587,1.603395922,1.961938182,2.047115755,2.211692187
1398,1.571782468,1.571696823,1.03635672,1.838177068,2.094487916,1.901657853
1399,1.61787425,1.807933151,1.248887792,1.866057877,2.300447514,1.835568608
1400,1.384130516,1.540629316,1.412002224,1.635158524,2.004038824,1.809217452
1401,1.240461467,1.324924237,1.391689615,1.505044806,1.722502612,1.669340414
1402,0.918729381,0.688069238,0.91937329,1.071263032,1.046738094,1.160803649
1403,0.216526247,0.188158819,0.348606614,0.329961469,0.328569658,0.529195825
1404,0.06269279,0.03796611,0.07923531,0.124139323,0.077292625,0.157499387
1405,0.056758369,0.073743597,0.085591687,0.093393443,0.135160442,0.173215662
1406,0.188989576,0.134182207,0.213953675,0.304601552,0.267893574,0.438741743
1407,0.833800252,0.428658008,0.670565402,0.866472016,0.749601863,0.895170165
1408,1.312271186,1.143284664,1.005345852,1.530343463,1.442331283,1.492834138
1409,1.626579506,1.395809974,1.598341214,1.933470868,1.863346644,1.86080952
1410,1.342826213,1.700668593,1.725701692,2.008155988,2.375884993,2.190204413
1411,1.398352047,1.391880613,2.187417336,1.873400031,2.108445396,2.457234748
1412,1.407363234,1.6070879,1.762613235,1.769285418,2.104778148,2.087035595
1413,1.305365284,1.458577331,1.459556801,1.614824317,1.771075282,1.663695822
1414,1.004162077,0.849131973,0.811902355,1.138389526,1.175386274,1.055611264
1415,0.235803631,0.14890099,0.390470419,0.389541669,0.304220566,0.536544316
1416,0.056592933,0.030865824,0.075085863,0.110204732,0.071283677,0.148099739
1417,0.053483294,0.07072325,0.089778876,0.097713976,0.131946106,0.156435379
1418,0.178368687,0.127732794,0.256166658,0.356111553,0.278181281,0.444794864
1419,0.380766048,0.429655971,0.927094129,0.619541741,0.746001405,1.17582751
1420,1.515340463,1.155256979,0.941327988,1.635702993,1.438523948,1.71529942
1421,1.684897481,1.529800095,1.154578072,2.125226905,2.093812388,1.908052295
1422,1.529448749,1.319994194,1.137152003,2.070043855,2.206618038,1.957657503
1423,1.6082198,1.159812507,1.082971451,2.095451596,2.005368027,1.762912399
1424,1.406627585,1.634860877,1.572917815,1.801387624,2.156120283,2.00636789
1425,1.484583084,1.785673833,1.397092962,1.744883071,1.976386676,1.661488854
1426,0.684939613,0.870212283,0.606685593,1.043150545,1.214742321,0.984401258
1427,0.185391096,0.155236519,0.262211534,0.365601506,0.351257157,0.398579198
1428,0.03934108,0.03479182,0.102018746,0.088206708,0.090322726,0.177396986
1429,0.069285216,0.037815989,0.065514341,0.128405213,0.077228149,0.138221677
1430,0.166412943,0.14070907,0.35565471,0.28534471,0.312927545,0.492408946
1431,0.566339026,0.361129724,0.647086937,0.820277432,0.722647364,1.004946774
1432,1.336493375,1.070594097,0.690326977,1.675756737,1.398532463,1.572573827
1433,1.200408902,1.697204959,1.554019139,1.71590082,1.810636439,2.192613344
1434,1.402998918,2.038818061,1.418034593,1.878675961,2.318133282,2.045503098
1435,1.568348447,1.504418588,1.522565926,1.937675217,2.116607067,2.105543294
1436,1.423964416,1.370749316,1.700523689,1.738544779,1.815073253,2.06232781
1437,1.415252112,1.168291963,1.541549579,1.637209326,1.550659053,1.785448118
1438,0.64041242,0.580928487,0.698217099,0.920619192,0.982663985,1.035130018
1439,0.286002978,0.112974551,0.205209853,0.414526714,0.275172796,0.344282667
1440,0.063224775,0.033962445,0.090549134,0.119295464,0.070400864,0.153104672
