"varname","simulation","year","mean_biomass"
"Eup","ssp245",2031,8.95478077091252
"Eup","ssp245",2032,11.2582302100439
"Eup","ssp245",2033,9.79638757152857
"Eup","ssp245",2034,9.72267809641711
"Eup","ssp245",2035,10.2330112143262
"Eup","ssp245",2036,9.68300377266011
"Eup","ssp245",2037,9.22278256651394
"Eup","ssp245",2038,10.1435050558263
"Eup","ssp245",2039,10.8405510018093
"Eup","ssp245",2040,11.8565108110924
"Eup","ssp245",2041,9.63452632479641
"Eup","ssp245",2042,10.0057422664564
"Eup","ssp245",2043,11.0670836132795
"Eup","ssp245",2044,10.5226845159013
"Eup","ssp245",2045,10.1443000219078
"Eup","ssp245",2046,9.30769456349707
"Eup","ssp245",2047,10.7670281381708
"Eup","ssp245",2048,9.09167307203306
"Eup","ssp245",2049,8.35419374775888
"Eup","ssp245",2050,8.00728368208715
"Eup","ssp245",2051,8.97787834591007
"Eup","ssp245",2052,9.01440751947985
"Eup","ssp245",2053,9.00187749890258
"Eup","ssp245",2054,9.13060007105362
"Eup","ssp245",2055,8.5578618097363
"Eup","ssp245",2056,7.71303329231239
"Eup","ssp245",2057,7.19380111712546
"Eup","ssp245",2058,6.59028230061897
"Eup","ssp245",2059,9.17557077478413
"Eup","ssp245",2060,8.77663913392692
"Eup","ssp245",2061,8.40145924547844
"Eup","ssp245",2062,8.20173551377898
"Eup","ssp245",2063,8.34890981170982
"Eup","ssp245",2064,7.94589138238275
"Eup","ssp245",2065,8.64050187906359
"Eup","ssp245",2066,11.7901648166971
"Eup","ssp245",2067,10.1938446526174
"Eup","ssp245",2068,10.3587094168578
"Eup","ssp245",2069,7.5481500601214
"Eup","ssp245",2070,8.60407031970394
"Eup","ssp245",2071,11.4609097070356
"Eup","ssp245",2072,10.5193162172669
"Eup","ssp245",2073,6.71497605700347
"Eup","ssp245",2074,9.05256946588061
"Eup","ssp245",2075,8.66759908008792
"Eup","ssp245",2076,8.21413384821943
"Eup","ssp245",2077,8.53083950865155
"Eup","ssp245",2078,7.06591656455255
"Eup","ssp245",2079,7.94665224697269
"Eup","ssp245",2080,7.14371523308741
"Eup","ssp245",2081,8.44415623177564
"Eup","ssp245",2082,10.6501133019886
"Eup","ssp245",2083,9.87493767460485
"Eup","ssp245",2084,10.2543970352693
"Eup","ssp245",2085,9.6208346137436
"Eup","ssp245",2086,8.05858967492026
"Eup","ssp245",2087,11.7229877541307
"Eup","ssp245",2088,10.3014144274176
"Eup","ssp245",2089,8.20991565848636
"Eup","ssp245",2090,8.04884494497946
"Eup","ssp245",2091,8.42644203895592
"Eup","ssp245",2092,8.9261252265453
"Eup","ssp245",2093,9.38646710945001
