node,wgoa_group_name,common_name,scientific_name
67,Motile epifauna,sinuous whelk,Buccinum plectrum
67,Motile epifauna,ladder whelk,Buccinum scalariforme
67,Motile epifauna,Aleut whelk,Buccinum aleuticum
67,Motile epifauna,scratched whelk,Buccinum cnismatum
67,Motile epifauna,polar whelk,Buccinum polare
67,Motile epifauna,NA,Buccinum solenum
67,Motile epifauna,NA,Buccinum ciliatum
67,Motile epifauna,glacial whelk,Buccinum glaciale
67,Motile epifauna,NA,Buccinum tenellum
67,Motile epifauna,chestnut whelk,Buccinum castaneum
67,Motile epifauna,dire whelk,Searlesia dira
67,Motile epifauna,Roger buccinid,Bathybuccinum clarki
67,Motile epifauna,NA,Bathybuccinum sp.
67,Motile epifauna,NA,Bathybuccinum ovulum
67,Motile epifauna,Katherine whelk,Buccinum sp. A (McLean and Clark)
67,Motile epifauna,NA,Buccinum ectomycina
67,Motile epifauna,NA,Retifusus sp.
67,Motile epifauna,two-ribbed whelk,Ancistrolepis bicinctus
67,Motile epifauna,three-ribbed whelk,Ancistrolepis eucosmius
67,Motile epifauna,dovesnails,Columbella sp.
67,Motile epifauna,NA,Buccinum physematum
67,Motile epifauna,costate whelk,Buccinum costatum
67,Motile epifauna,mega-ribbed chestnut whelk,Buccinum sp. B (McLean and Clark)
67,Motile epifauna,one-ribbed whelk,Buccinum sp. C (McLean and Clark)
67,Motile epifauna,many-ribbed chestnut whelk,Buccinum sp. D (McLean and Clark)
67,Motile epifauna,three-ribbed chestnut whelk,Buccinum triplostephanum
67,Motile epifauna,two-ribbed chestnut whelk,Buccinum sp. E (McLean and Clark)
67,Motile epifauna,crenulated whelk,Buccinum sp. F (McLean and Clark)
67,Motile epifauna,NA,Buccinum sp. G (McLean and Clark)
67,Motile epifauna,NA,Buccinum sp. H (McLean and Clark)
67,Motile epifauna,NA,Buccinum sp. I (McLean and Clark)
67,Motile epifauna,NA,Buccinum moarchianum
67,Motile epifauna,transect whelk,Buccinum transliratum
67,Motile epifauna,eroded whelk,Buccinum rondinum
67,Motile epifauna,NA,Volutomitra sp.
67,Motile epifauna,NA,Volutomitra sp. B (Clark and McLean)
67,Motile epifauna,NA,Arctomelon sp.
67,Motile epifauna,Alaska volute,Arctomelon stearnsii
67,Motile epifauna,NA,Arctomelon borealis
67,Motile epifauna,NA,Arctomelon tamikoae
67,Motile epifauna,inflated volute,Arctomelon ryosukei
67,Motile epifauna,NA,Arctomelon sp. cf. stearnsii (Clark and McLean)
67,Motile epifauna,NA,Volutomitra alaskana
67,Motile epifauna,NA,Volutomitra sp. A (Clark and McLean)
67,Motile epifauna,beatic dwarf olive,Olivella beatica
67,Motile epifauna,wavy lamellaria,Velutina undata
67,Motile epifauna,NA,Velutina nana
67,Motile epifauna,oblique lamellaria,Velutina plicatilis
67,Motile epifauna,conical lamellaria,Limneria prolongata
67,Motile epifauna,elongate lamellaria,Velutina prolongata
67,Motile epifauna,smooth lamellaria,Velutina velutina
67,Motile epifauna,NA,Velutina sp.
67,Motile epifauna,NA,Velutina sp. A (Clark and McLean)
67,Motile epifauna,NA,Velutina sp. B (Clark and McLean)
67,Motile epifauna,NA,Velutina sp. C (Clark and McLean)
67,Motile epifauna,NA,Velutina rubra
67,Motile epifauna,NA,Velutina bartschi
67,Motile epifauna,NA,Clinopegma
67,Motile epifauna,unique whelk,Clinopegma unicum
67,Motile epifauna,northern Admete,Admete virdula
67,Motile epifauna,smooth nutmeg shell,Admete laevior
67,Motile epifauna,noble Admete,Admete solida
67,Motile epifauna,NA,Admete gracilior
67,Motile epifauna,NA,Neadmete circumcenta
67,Motile epifauna,NA,Neadmete modesta
67,Motile epifauna,purple olive,Olivella biplicata
67,Motile epifauna,horn shell,Cerithiopsidae sp. A
67,Motile epifauna,NA,Cerithiopsidae
67,Motile epifauna,white chalice-bubble,Cylichna alba
67,Motile epifauna,sea star,Asteroidea
67,Motile epifauna,NA,Ceramaster leptoceramus
67,Motile epifauna,NA,Evasterias sp.
67,Motile epifauna,NA,Evasterias retifera
67,Motile epifauna,mottled sea star,Evasterias troschelii
67,Motile epifauna,NA,Diamphiodia occidentalis
67,Motile epifauna,giant sea star,Evasterias echinosoma
67,Motile epifauna,NA,Urasterias lincki
67,Motile epifauna,NA,Orthasterias sp.
67,Motile epifauna,redbanded sea star,Orthasterias koehleri
67,Motile epifauna,NA,Leptasterias groenlandica
67,Motile epifauna,NA,Leptasterias hexactis
67,Motile epifauna,Aleutian sea star,Leptasterias hylodes
67,Motile epifauna,NA,Leptasterias stolocantha
67,Motile epifauna,NA,Leptasterias coei
67,Motile epifauna,giant Aleutian six-rayed star,Leptasterias truculenta
67,Motile epifauna,NA,Leptasterias leptodoma
67,Motile epifauna,NA,Leptasterias sp. A (Clark)
67,Motile epifauna,NA,Leptasterias sp. B (Clark)
67,Motile epifauna,NA,Rathbunaster californicus
67,Motile epifauna,NA,Asteriidae
67,Motile epifauna,sunflower sea star,Pycnopodia helianthoides
67,Motile epifauna,NA,Astrometis sp.
67,Motile epifauna,long-rayed star,Stylasterias forreri
67,Motile epifauna,NA,Stylasterias sp.
67,Motile epifauna,NA,Ampheraster sp.
67,Motile epifauna,NA,Ampheraster marianus
67,Motile epifauna,NA,Tarsaster alaskanus
67,Motile epifauna,blackspined sea star,Lethasterias nanimensis
67,Motile epifauna,NA,Lethasterias sp.
67,Motile epifauna,NA,Pedicellaster sp.
67,Motile epifauna,majestic sea star,Pedicellaster magister
67,Motile epifauna,NA,Stephanasterias albula
67,Motile epifauna,NA,Pisaster sp.
67,Motile epifauna,giant pink star,Pisaster brevispinus
67,Motile epifauna,purple star,Pisaster ochraceus
67,Motile epifauna,thorny sea star,Poraniopsis inflata
67,Motile epifauna,NA,Poraniopsis flexilius
67,Motile epifauna,lined blood star,Henricia lineata
67,Motile epifauna,white Henricia,Henricia sp. B (Clark 2006)
67,Motile epifauna,mottled Henricia,Henricia rhytisma
67,Motile epifauna,NA,Henricia derjugini
67,Motile epifauna,NA,Henricia sp.
67,Motile epifauna,NA,Henricia clarki
67,Motile epifauna,sanguine sea star,Henricia sanguinolenta
67,Motile epifauna,ridged blood star,Henricia aspera
67,Motile epifauna,blood sea star,Henricia leviuscula
67,Motile epifauna,NA,Henricia aleutica
67,Motile epifauna,tumid sea star,Henricia tumida
67,Motile epifauna,NA,Henricia asthenactis
67,Motile epifauna,NA,Henricia longispina
67,Motile epifauna,spiny Henricia,Henricia multispina
67,Motile epifauna,NA,Odontohenricia fisheri
67,Motile epifauna,NA,Odontohenricia sp.
67,Motile epifauna,NA,Odontohenricia sp. A (Clark)
67,Motile epifauna,NA,Odontohenricia sp. B (Clark)
67,Motile epifauna,NA,Odontohenricia ahearnae
67,Motile epifauna,NA,Odontohenricia violacea
67,Motile epifauna,giant toothed Henricia,Odontohenricia sp. E (Clark 2006)
67,Motile epifauna,NA,Aleutihenricia federi
67,Motile epifauna,fuzzy henricia,Henricia sp. D (Clark 2006)
67,Motile epifauna,slender pale Henricia,Henricia sp. E (Clark 2006)
67,Motile epifauna,NA,Leptasterias polaris
67,Motile epifauna,NA,Leptasterias katharinae
67,Motile epifauna,NA,Leptasterias arctica
67,Motile epifauna,NA,Leptasterias sp.
67,Motile epifauna,NA,Leptasterias camtschatica
67,Motile epifauna,Bering Henricia,Aleutihenricia beringiana
67,Motile epifauna,short-spined Henricia,Henricia dyscrita
67,Motile epifauna,Ahearns star,Aleutiaster sp.
67,Motile epifauna,Swift sea star,Gephyreaster swifti
67,Motile epifauna,NA,Gephyreaster sp.
67,Motile epifauna,lens star,NA
67,Motile epifauna,NA,Pseudarchaster sp.
67,Motile epifauna,NA,Pseudarchaster alascensis
67,Motile epifauna,NA,Pseudarchaster pussillus
67,Motile epifauna,NA,Pseudarchaster dissonus
67,Motile epifauna,NA,Odontaster sp.
67,Motile epifauna,NA,Odontaster sp. B (Clark)
67,Motile epifauna,NA,Hippasteria sp.
67,Motile epifauna,NA,Hippasteria kurilensis
67,Motile epifauna,NA,Hippasteria armata
67,Motile epifauna,Aleutian spiny star,Hippasteria aleutica
67,Motile epifauna,pale spiny star,Hippasteria sp. B (Clark)
67,Motile epifauna,Bering spiny star,Hippasteria sp. C (Clark)
67,Motile epifauna,Commander spiny star,Hippasteria sp. D (Clark)
67,Motile epifauna,Alaskan spiny star,Hippasteria sp. E (Clark)
67,Motile epifauna,NA,Hippasteria californica
67,Motile epifauna,NA,Hippasteria heathi
67,Motile epifauna,NA,Hippasteria leiopelta
67,Motile epifauna,NA,Hippasteria pedicellaris
67,Motile epifauna,spiny red sea star,Hippasteria phrygiana (=spinosa)
67,Motile epifauna,scarlet sea star,Pseudarchaster parelii
67,Motile epifauna,NA,Hippasteria lepidonotus
67,Motile epifauna,NA,Mediaster sp.
67,Motile epifauna,NA,Mediaster tenellus
67,Motile epifauna,vermilion sea star,Mediaster aequalis
67,Motile epifauna,NA,Ceramaster sp.
67,Motile epifauna,red bat star,Ceramaster japonicus
67,Motile epifauna,orange bat sea star,Ceramaster patagonicus
67,Motile epifauna,Arctic bat sea star,Ceramaster arcticus
67,Motile epifauna,NA,Ceramaster clarki
67,Motile epifauna,NA,Ceramaster stellatus
67,Motile epifauna,goniasterid sea stars,Goniasteridae
67,Motile epifauna,NA,Luidia sp.
67,Motile epifauna,sand sea star,Luidia foliolata
67,Motile epifauna,NA,Astropectinidae
67,Motile epifauna,leather sea star,Dermasterias imbricata
67,Motile epifauna,bat star,Patiria miniata
67,Motile epifauna,NA,Solaster sp.
67,Motile epifauna,northern sun sea star,Solaster endeca
67,Motile epifauna,NA,Solaster hypothrissus
67,Motile epifauna,NA,Solaster hexactis
67,Motile epifauna,morning sun sea star,Solaster dawsoni
67,Motile epifauna,striped sun sea star,Solaster stimpsoni
67,Motile epifauna,NA,Solaster exiguus
67,Motile epifauna,NA,Solaster sp. A (Clark 1997)
67,Motile epifauna,beautiful sun star,Solaster spectabilis
67,Motile epifauna,serpent sun star,Solaster sp. D (Clark)
67,Motile epifauna,Kessler sun star,Solaster sp. E (Clark)
67,Motile epifauna,Fisher sun star,Solaster sp. F (Clark)
67,Motile epifauna,ocher sun star,Solaster sp. G (Clark)
67,Motile epifauna,NA,Solaster arcticus
67,Motile epifauna,solasterid sea star,Solasteridae
67,Motile epifauna,evening sun sea star,Solaster paxillatus
67,Motile epifauna,NA,Crossaster sp.
67,Motile epifauna,grooved sea star,Crossaster borealis
67,Motile epifauna,white rose star,Crossaster sp. A (Clark)
67,Motile epifauna,pink rose star,Crossaster sp. B (Clark)
67,Motile epifauna,rose sea star,Crossaster papposus
67,Motile epifauna,cannonball sun star,Heterozonias alternatus
67,Motile epifauna,NA,Heterozonias sp.
67,Motile epifauna,NA,Lophaster sp.
67,Motile epifauna,NA,Lophaster sp. A (Clark)
67,Motile epifauna,NA,Lophaster sp. B (Clark)
67,Motile epifauna,crested star,Lophaster vexator
67,Motile epifauna,crested sea star,Lophaster furcilliger
67,Motile epifauna,NA,Asthenactis fisheri
67,Motile epifauna,NA,Peribolaster biserialis
67,Motile epifauna,NA,Pteraster sp.
67,Motile epifauna,NA,Pteraster sp. cf. temnochiton (Clark 1999)
67,Motile epifauna,cushion sea star,Pteraster temnochiton
67,Motile epifauna,NA,Pteraster sp. A (Clark 1999)
67,Motile epifauna,NA,Pteraster sp. B (Clark 1997)
67,Motile epifauna,NA,Pteraster tesselatus
67,Motile epifauna,NA,Pteraster jordani
67,Motile epifauna,NA,Pteraster willsi
67,Motile epifauna,NA,Pteraster sp. D (Clark)
67,Motile epifauna,NA,Pteraster sp. E (Clark)
67,Motile epifauna,wrinkled star,Pteraster militaris
67,Motile epifauna,NA,Pteraster marssipus
67,Motile epifauna,NA,Pteraster octaster
67,Motile epifauna,NA,Pteraster sp. F (Clark)
67,Motile epifauna,NA,Pteraster tesselatus arcuatus
67,Motile epifauna,NA,Pteraster trigonodon
67,Motile epifauna,deepwater Pteraster,Pteraster coscinopeplus
67,Motile epifauna,obscure sea star,Pteraster obscurus
67,Motile epifauna,NA,Pteraster pulvillus
67,Motile epifauna,pincushion sea star,Diplopteraster multipes
67,Motile epifauna,NA,Diplopteraster sp.
67,Motile epifauna,pancake star,Hymenaster sp.
67,Motile epifauna,NA,Thrissacanthias penicillatus
67,Motile epifauna,NA,Asterias sp.
67,Motile epifauna,purple-orange sea star,Asterias amurensis
67,Motile epifauna,NA,Astropecten californicus
67,Motile epifauna,NA,Ctenodiscus sp.
67,Motile epifauna,common mud star,Ctenodiscus crispatus
67,Motile epifauna,NA,Leptychaster sp.
67,Motile epifauna,NA,Leptychaster anomalus
67,Motile epifauna,NA,Leptychaster pacificus
67,Motile epifauna,NA,Leptychaster propinquus
67,Motile epifauna,North Pacific sea star,Leptychaster arcticus
67,Motile epifauna,NA,Cladaster validus
67,Motile epifauna,NA,Cladaster sp.
67,Motile epifauna,NA,Dipsacaster sp.
67,Motile epifauna,NA,Dipsacaster anoplus
67,Motile epifauna,northern sea star,Dipsacaster borealis
67,Motile epifauna,NA,Dipsacaster eximus
67,Motile epifauna,NA,Psilaster pectinatus
67,Motile epifauna,NA,Benthopectinidae
67,Motile epifauna,NA,Cheiraster sp.
67,Motile epifauna,Aleutian fragile sea star,Cheiraster sp. A (Clark 2006)
67,Motile epifauna,fragile sea star,Cheiraster dawsoni
67,Motile epifauna,NA,Nearchaster variabilis
67,Motile epifauna,NA,Nearchaster sp.
67,Motile epifauna,NA,Nearchaster aciculosus
67,Motile epifauna,NA,Nearchaster pedicellaris
67,Motile epifauna,NA,Astronebris tatafilius
67,Motile epifauna,NA,Brisingella pusilla
67,Motile epifauna,NA,Brisingella exilis
67,Motile epifauna,NA,Brisingella sp.
67,Motile epifauna,brisingid sea star,Brisingidae
67,Motile epifauna,NA,Zoroasteridae
67,Motile epifauna,Evermann seastar,Sagenaster evermanni
67,Motile epifauna,NA,Zoroaster ophiurus
67,Motile epifauna,NA,Myxoderma platyacanthum
67,Motile epifauna,NA,Myxoderma sacculatum
67,Motile epifauna,NA,Anteliaster sp.
67,Motile epifauna,NA,Anteliaster nannodes
67,Motile epifauna,sea urchin,Echinacea
67,Motile epifauna,green sea urchin,Strongylocentrotus droebachiensis
67,Motile epifauna,NA,Strongylocentrotus sp.
67,Motile epifauna,NA,Strongylocentrotus echinoides
67,Motile epifauna,red sea urchin,Strongylocentrotus franciscanus
67,Motile epifauna,NA,Strongylocentrotus polyacanthus
67,Motile epifauna,purple sea urchin,Strongylocentrotus purpuratus
67,Motile epifauna,white sea urchin,Strongylocentrotus pallidus
67,Motile epifauna,NA,Strongylocentrotus sp. A
67,Motile epifauna,NA,Strongylocentrotus sp. B
67,Motile epifauna,orange-pink sea urchin,Allocentrotus fragilis
67,Motile epifauna,NA,Allocentrotus sp.
67,Motile epifauna,heart urchin,NA
67,Motile epifauna,NA,Brisaster sp.
67,Motile epifauna,NA,Brisaster townsendi
67,Motile epifauna,large green heart urchin,NA
67,Motile epifauna,oval heart urchin,NA
67,Motile epifauna,heart urchin,Brisaster latifrons
67,Motile epifauna,NA,Brisaster owstoni
67,Motile epifauna,NA,Spatangus californicus
67,Motile epifauna,NA,Brissopsis pacifica
67,Motile epifauna,NA,Marginoproctus sp.
67,Motile epifauna,NA,Marginoproctus djakonovi
67,Motile epifauna,sand dollar,NA
67,Motile epifauna,parma sand dollar,Echinarachnius parma
67,Motile epifauna,NA,Dendraster excentricus
67,Motile epifauna,crinoid,NA
67,Motile epifauna,yellow sea lily,Ptilocrinus pinnatus
67,Motile epifauna,NA,Heliometra glacialis
67,Motile epifauna,Alaskan crinoid,Retiometra alascana
67,Motile epifauna,NA,Florometra sp.
67,Motile epifauna,NA,Florometra inexpectata
67,Motile epifauna,featherstar crinoid,Florometra serratissima
67,Motile epifauna,common northern feather star,Florometra asperrima
67,Motile epifauna,NA,Psathyrometra fragilis
67,Motile epifauna,NA,Psathyrometra profundorum
67,Motile epifauna,dwarf feather star,Fariometra sp.
67,Motile epifauna,brittlestar,Ophiuroidea
67,Motile epifauna,NA,Ophiuridae
67,Motile epifauna,basketstar,Gorgonocephalus eucnemis
67,Motile epifauna,NA,Gorgonocephalus sp. cf. arcticus
67,Motile epifauna,NA,Gorgonocephalus sp.
67,Motile epifauna,NA,Astrophyton pardalis
67,Motile epifauna,NA,Asteronychidae
67,Motile epifauna,NA,Asteronyx sp.
67,Motile epifauna,NA,Asteroschema sp.
67,Motile epifauna,NA,Asteroschema sublaeve
67,Motile epifauna,serpent sea star,Asteronyx loveni
67,Motile epifauna,NA,Asteronyx longifissus
67,Motile epifauna,NA,Astrochele laevis
67,Motile epifauna,NA,Astrochele sp. A (Clark 2006)
67,Motile epifauna,NA,Astrochele sp.
67,Motile epifauna,NA,Ophiura sp.
67,Motile epifauna,NA,Ophiura cryptolepis
67,Motile epifauna,four spined brittle star,Ophiura quadrispina
67,Motile epifauna,NA,Ophiura maculata
67,Motile epifauna,gray brittle star,Ophiura luetkenii
67,Motile epifauna,notched brittlestar,Ophiura sarsii
67,Motile epifauna,NA,Stegophiura nodosa
67,Motile epifauna,NA,Amphiophiura sp. A (Clark 2006)
67,Motile epifauna,NA,Amphiophiura superba
67,Motile epifauna,NA,Amphiophiura sp.
67,Motile epifauna,NA,Stegophiura ponderosa
67,Motile epifauna,NA,Ophiophthalmus normani
67,Motile epifauna,NA,Ophiacantha sp.
67,Motile epifauna,NA,Ophiacantha enneactis
67,Motile epifauna,NA,Ophiacantha diplasia
67,Motile epifauna,NA,Ophiophthalmus cataleimmoidus
67,Motile epifauna,NA,Ophiacantha sp. cf. rhachophora
67,Motile epifauna,NA,Ophiacantha sp. A
67,Motile epifauna,NA,Ophiacantha bidentata
67,Motile epifauna,NA,Ophiopholis sp.
67,Motile epifauna,NA,Ophiopholis longispina
67,Motile epifauna,NA,Ophiopholis japonica
67,Motile epifauna,NA,Ophiopholis kennerleyi
67,Motile epifauna,ubiquitous brittle star,Ophiopholis aculeata
67,Motile epifauna,NA,Ophioscolex sp.
67,Motile epifauna,NA,Ophioscolex corynetes
67,Motile epifauna,NA,Ophiothrix sp.
67,Motile epifauna,NA,Ophiothrix spiculata
67,Motile epifauna,NA,Ophiomusium jolliensis
67,Motile epifauna,NA,Ophiosphalma sp. cf. jolliensis
67,Motile epifauna,NA,Ophiomusium sp.
67,Motile epifauna,NA,Ophiolebes sp.
67,Motile epifauna,thick spined brittle star,Ophiosemnotes pachybactra
67,Motile epifauna,short spined brittle star,Ophiosemnotes brevispina
67,Motile epifauna,NA,Ophiosemnotes tylota
67,Motile epifauna,NA,Ophiosemnotes paucispina
67,Motile epifauna,NA,Ophiolebes sp. A (Clark 2006)
67,Motile epifauna,NA,Ophiolebes sp. B (Clark 2006)
67,Motile epifauna,NA,Ophiolebes sp. C (Clark 2006)
67,Motile epifauna,NA,Ophiolebes sp. D (Clark 2006)
67,Motile epifauna,NA,Ophiolebes sp. E (Clark 2006)
67,Motile epifauna,NA,Ophiolebes sp. F (Clark 2006)
67,Motile epifauna,NA,Ophiomusium lymani
67,Motile epifauna,NA,Astrophiura sp.
67,Motile epifauna,burrowing brittle star,Amphiuridae
67,Motile epifauna,NA,Amphiura diomedeae
67,Motile epifauna,NA,Amphiodia rossica
67,Motile epifauna,NA,Amphiodia sp.
67,Motile epifauna,sea cucumber,Holothuroidea
67,Motile epifauna,NA,Cucumaria japonica
67,Motile epifauna,pale sea cucumber,Cucumaria pallida
67,Motile epifauna,NA,Ocnus sp.
67,Motile epifauna,NA,Ocnus glacialis
67,Motile epifauna,NA,Parastichopus sp.
67,Motile epifauna,giant orange cucumber,Apostichopus leukothele
67,Motile epifauna,California sea cucumber,Apostichopus californicus
67,Motile epifauna,NA,Pseudostichopus sp.
67,Motile epifauna,sandy sea cucumber,Pseudostichopus mollis
67,Motile epifauna,NA,Chiridota sp.
67,Motile epifauna,NA,Chiridota albatrossii
67,Motile epifauna,NA,Myriotrochus rinkii
67,Motile epifauna,NA,Molpadia arenicola
67,Motile epifauna,NA,Molpadia sp.
67,Motile epifauna,sweet sea potato,Molpadia intermedia
67,Motile epifauna,NA,Eupentacta sp.
67,Motile epifauna,NA,Eupentacta quinquesemita
67,Motile epifauna,crescent sea cucumber,Pentamera lissoplaca
67,Motile epifauna,NA,Pentamera sp.
67,Motile epifauna,NA,Pentamera sp. A (Clark 2006)
67,Motile epifauna,rattail sea cucumber,Paracaudina chilensis
67,Motile epifauna,NA,Bathyplotes sp.
67,Motile epifauna,NA,Cucumaria sp.
67,Motile epifauna,sea football,Cucumaria fallax
67,Motile epifauna,NA,Cucumaria frondosa
67,Motile epifauna,cucumarid sea cucumbers,Cucumariidae
67,Motile epifauna,NA,Apostichopus japonicus
67,Motile epifauna,NA,Psolidae
67,Motile epifauna,NA,Psolus sp.
67,Motile epifauna,NA,Psolus phantapus
67,Motile epifauna,NA,Psolus chitonoides
67,Motile epifauna,NA,Psolus sp. A (Clark 2006)
67,Motile epifauna,brownscaled sea cucumber,Psolus fabricii
67,Motile epifauna,whitescaled sea cucumber,Psolus squamatus
67,Motile epifauna,NA,Psolus peroni
67,Motile epifauna,NA,Psolus japonicus
67,Motile epifauna,NA,Psolidium bullatum
67,Motile epifauna,NA,Thyonidium sp.
67,Motile epifauna,furry sea cucumber,Thyonidium kurilensis
67,Motile epifauna,NA,Pannychia sp.
67,Motile epifauna,deep sea papillate cucumber,Pannychia moseleyi
67,Motile epifauna,NA,Synallactes sp. A (Clark 2006)
67,Motile epifauna,NA,Synallactes sp.
67,Motile epifauna,NA,Synallactes challengeri
67,Motile epifauna,swimming sea cucumber,Paelopatides confundens
67,Motile epifauna,NA,Scotoplanes theeli
67,Motile epifauna,NA,Scotoplanes sp.
68,Benthic zooplankton,Benthic zooplankton,Benthic zooplankton
69,Sessile epifauna,coelenterate,Cnidaria
69,Sessile epifauna,NA,Anthozoa
69,Sessile epifauna,NA,Octocorallia
69,Sessile epifauna,soft coral,Alcyonacea
69,Sessile epifauna,NA,Alcyonium sp.
69,Sessile epifauna,pink orange mushroom coral,Alcyonium sp. A (Clark 2006)
69,Sessile epifauna,NA,Alcyonium sp. B (Clark 2006)
69,Sessile epifauna,Bob mushroom coral,Cavernularia vansyoci
69,Sessile epifauna,sea raspberry,Gersemia sp.
69,Sessile epifauna,NA,Gersemia fruticosa
69,Sessile epifauna,NA,Gersemia rubiformis
69,Sessile epifauna,Lamb sea raspberry,Gersemia lambi
69,Sessile epifauna,NA,Anthomastus sp.
69,Sessile epifauna,red mushroom coral,Heteropolypus (=Anthomastus) sp. A
69,Sessile epifauna,gray mushroom coral,Heteropolypus (=Anthomastus) sp. B
69,Sessile epifauna,NA,Anthomastus sp. cf. japonicus (Bayer et al.)
69,Sessile epifauna,gorgonian coral,Gorgonacea
69,Sessile epifauna,NA,Ideogorgia sp.
69,Sessile epifauna,primnoid coral,Primnoidae
69,Sessile epifauna,NA,Primnoa sp.
69,Sessile epifauna,NA,Primnoa pacifica
69,Sessile epifauna,red tree coral,Primnoa willeyi
69,Sessile epifauna,NA,Primnoa resedaeformis
69,Sessile epifauna,black coral,Antipatharia
69,Sessile epifauna,NA,Antipathes sp.
69,Sessile epifauna,NA,Chrysopathes speciosa
69,Sessile epifauna,NA,Chrysopathes sp.
69,Sessile epifauna,NA,Bathypathes sp.
69,Sessile epifauna,NA,Bathypathes patula
69,Sessile epifauna,NA,Parantipathes sp.
69,Sessile epifauna,NA,Lillipathes lilliei
69,Sessile epifauna,NA,Lillipathes sp. A (Clark 2006)
69,Sessile epifauna,NA,Lillipathes sp. B (Clark 2006)
69,Sessile epifauna,NA,Swiftia sp.
69,Sessile epifauna,NA,Swiftia pacifica
69,Sessile epifauna,NA,Psammogorgia simplex
69,Sessile epifauna,Bering red sea fan,Calcigorgia beringi
69,Sessile epifauna,yellow sea fan,Alaskagorgia sp. 1 (Stone)
69,Sessile epifauna,NA,Paragorgia sp.
69,Sessile epifauna,NA,Paragorgiidae
69,Sessile epifauna,Kamchatka coral,Paragorgia arborea
69,Sessile epifauna,NA,Paragorgia pacifica
69,Sessile epifauna,plexaurid corals,Plexauridae
69,Sessile epifauna,NA,Euplexaura sp.
69,Sessile epifauna,NA,Euplexaura marki
69,Sessile epifauna,NA,Paragorgia nodosa
69,Sessile epifauna,NA,Alaskagorgia sp.
69,Sessile epifauna,NA,Alaskagorgia aleutiana
69,Sessile epifauna,NA,Cryogorgia koolsae
69,Sessile epifauna,NA,Callogorgia sp.
69,Sessile epifauna,NA,Callogorgia kinoshitae
69,Sessile epifauna,sugar coral,Parastenella sp. A (Clark 2006)
69,Sessile epifauna,NA,Calcigorgia sp.
69,Sessile epifauna,NA,Calcigorgia spiculifera
69,Sessile epifauna,NA,Clavularia sp.
69,Sessile epifauna,NA,Clavularia sp. cf. evagorgiacrustans (Bayer et al.)
69,Sessile epifauna,encrusting coral,Clavularia incrustans
69,Sessile epifauna,sea pen,Pennatulacea
69,Sessile epifauna,smoothstem seawhip,Virgularia sp.
69,Sessile epifauna,NA,Stylatula elongata
69,Sessile epifauna,NA,Virgulariidae
69,Sessile epifauna,slender seawhips,Stylatula sp.
69,Sessile epifauna,roughstem seawhip,Stylatula gracile
69,Sessile epifauna,NA,Balticina sp.
69,Sessile epifauna,NA,Protoptilum sp.
69,Sessile epifauna,NA,Halipteris sp.
69,Sessile epifauna,maroon sea whip,Halipteris sp. A (Stone 2015)
69,Sessile epifauna,NA,Halipteris finmarchia
69,Sessile epifauna,NA,Halipteris willemoesi
69,Sessile epifauna,NA,Halipteris californica
69,Sessile epifauna,NA,Umbellula lindahli
69,Sessile epifauna,NA,Umbellula sp.
69,Sessile epifauna,NA,Ptilosarcus sp.
69,Sessile epifauna,orange sea pen,Ptilosarcus gurneyi
69,Sessile epifauna,pennatulid sea pens,Pennatulidae
69,Sessile epifauna,deep-sea sea pen,Pennatula phosphorea
69,Sessile epifauna,NA,Anthoptilum grandiflorum
69,Sessile epifauna,Murray sea pen,Anthoptilum murrayi
69,Sessile epifauna,sea anemone,Actiniaria
69,Sessile epifauna,reticulate anemone,Actinauge verrilli
69,Sessile epifauna,rough purple sea anemone,Actinostola faeculenta
69,Sessile epifauna,NA,Actinoscyphia sp.
69,Sessile epifauna,NA,Paraphelliactis pabista
69,Sessile epifauna,NA,Actinernus sp.
69,Sessile epifauna,purple striated sea anemone,NA
69,Sessile epifauna,red striated sea anemone,NA
69,Sessile epifauna,NA,Ptychodactis patula
69,Sessile epifauna,NA,Corallimorphus sp.
69,Sessile epifauna,NA,Metridium sp.
69,Sessile epifauna,clonal plumose anemone,Metridium senile
69,Sessile epifauna,gigantic anemone,Metridium farcimen
69,Sessile epifauna,cowardly anemone,Stomphia didemon
69,Sessile epifauna,NA,Stomphia sp.
69,Sessile epifauna,swimming anemone,Stomphia coccinea
69,Sessile epifauna,NA,Urticina sp.
69,Sessile epifauna,leathery anemone,Urticina coriacea
69,Sessile epifauna,mottled anemone,Urticina crassicornis
69,Sessile epifauna,spotted red anemone,Urticina lofotensis
69,Sessile epifauna,crusty red anemone,Urticina columbiana
69,Sessile epifauna,hot dog zoanthid,Zoanthidae sp. A
69,Sessile epifauna,grape anemone,Oceanactis diomedeae
69,Sessile epifauna,NA,Oceanactis sp.
69,Sessile epifauna,actinid sea anemones,Actiniidae
69,Sessile epifauna,NA,Cribrinopsis sp.
69,Sessile epifauna,chevron-tentacled anemone,Cribrinopsis fernaldi
69,Sessile epifauna,tentacle-shedding anemone,Liponema brevicorne
69,Sessile epifauna,NA,Actinostolidae
69,Sessile epifauna,NA,Actinostola sp.
69,Sessile epifauna,NA,Actinostola sp. A (Clark 2006)
69,Sessile epifauna,NA,Actinostola sp. B (Clark 2006)
69,Sessile epifauna,NA,Actinostola groenlandica
