year,run_type,pacific_cod_adult,walleye_pollock_adult,arrowtooth_flounder_adult,pacific_cod_adult_mt,walleye_pollock_adult_mt,arrowtooth_flounder_adult_mt,,,,
2008,catch_585,0.248697162,0.216324157,0.124402881,58386.384,50786.206,29205.94,,,,
2009,catch_585,0.220595479,0.176980364,0.105770958,51788.98,41549.503,24831.742,,,,
2010,catch_585,0.327786695,0.312832547,0.103674022,76954.1545,73443.3843,24339.4465,,,,
2011,catch_585,0.356565285,0.330940114,0.131669095,83710.47547,77694.47963,30911.82179,,,,
2012,catch_585,0.327432966,0.421412926,0.088435483,76871.10993,98934.69131,20761.90981,,,,
2013,catch_585,0.284661866,0.386748811,0.0928969,66829.78161,90796.6316,21809.31242,,,,
2014,catch_585,0.35563353,0.591850125,0.155576339,83491.72823,138948.062,36524.50148,,,,
2015,catch_585,0.330920999,0.69348017,0.082193932,77689.99193,162807.6459,19296.58716,,,,
2016,catch_585,0.267783768,0.737262383,0.085089148,62867.32752,173086.3524,19976.29408,,,,
2017,catch_585,0.205326149,0.784686345,0.115234588,48204.21456,184220.0286,27053.50897,,,,
2018,catch_585,0.06253508,0.642398239,0.08037795,14681.29828,150815.1923,18870.251,,,,
2019,catch_585,0.064746285,0.471311253,0.104643509,15200.42055,110649.2715,24567.05201,,,,
2020,catch_585,0.025920157,0.425827366,0.089943303,6085.249334,99971.06497,21115.89937,,,,
2021,catch_585,5.371947762,24.33666747,10.6969339,1261166.804,5713495.086,2511308.476,,,,
2022,catch_585,5.652190872,13.84877603,10.4200226,1326959.199,3251263.301,2446298.286,,,,
2023,catch_585,4.286200344,11.62442623,9.81866547,1006266.969,2729054.922,2305118.274,,,,
2024,catch_585,5.517931762,11.77979239,6.047512223,1295439.322,2765530.079,1419768.397,,,,
2025,catch_585,5.775257555,11.49615082,5.04486979,1355851.441,2698939.832,1184379.036,,,,
2026,catch_585,7.301646772,15.39261199,4.242325959,1714200.311,3613708.123,995966.623,,,,
2027,catch_585,5.661132522,13.72922705,3.604317269,1329058.421,3223196.904,846181.961,,,,
2028,catch_585,5.788966859,14.20955545,3.615829347,1359069.961,3335963.124,848884.6401,,,,
2029,catch_585,5.922448429,16.0942456,4.025206673,1390407.295,3778429.944,944993.7455,,,,
2030,catch_585,5.281142178,13.66306285,4.315726634,1239848.468,3207663.603,1013198.826,,,,
2031,catch_585,6.453343483,13.81197565,3.153623307,1515044.996,3242623.711,740372.9901,,,,
2032,catch_585,6.805314316,17.46284641,2.635054855,1597676.837,4099734.988,618629.1933,,,,
2033,catch_585,5.286104155,15.34375394,2.08140079,1241013.386,3602237.768,488648.3822,,,,
2034,catch_585,4.940939002,11.13920303,2.444375884,1159979.308,2615139.557,573863.6818,,,,
2035,catch_585,4.40627725,17.98295589,2.554269751,1034457.304,4221840.572,599663.3553,,,,
2036,catch_585,3.296827618,12.81769473,2.139039576,773992.9231,3009197.375,502180.1822,,,,
2037,catch_585,3.633645253,17.6658541,2.393696032,853067.2623,4147394.9,561965.6238,,,,
2038,catch_585,4.300571908,18.85907092,2.517414517,1009640.966,4427525.221,591010.8888,,,,
2039,catch_585,4.588315258,17.61800927,3.744107662,1077194.185,4136162.418,879000.4116,,,,
2040,catch_585,4.442530927,13.84618972,2.977610639,1042968.543,3250656.114,699050.6721,,,,
2041,catch_585,4.669858468,13.10225248,3.729427992,1096338.003,3076002.712,875554.0802,,,,
2042,catch_585,4.712026023,9.978457103,3.737769462,1106237.637,2342632.396,877512.3988,,,,
2043,catch_585,5.332985931,8.764878043,3.311306742,1252019.774,2057721.653,777392.1724,,,,
2044,catch_585,4.370969057,8.140581574,4.078914558,1026168.035,1911156.196,957602.692,,,,
2045,catch_585,4.332384616,8.797782159,4.064381787,1017109.604,2065446.52,954190.8478,,,,
2046,catch_585,3.776452536,9.909596328,3.137523994,886593.9855,2326466.02,736593.3705,,,,
2047,catch_585,3.314904708,9.157239736,3.329247992,778236.8634,2149836.016,781604.2218,,,,
2048,catch_585,3.396133498,9.203070752,2.832166754,797306.8652,2160595.717,664904.9566,,,,
2049,catch_585,2.38808169,9.650677876,2.939021915,560647.5502,2265679.994,689991.2361,,,,
2050,catch_585,2.270562872,13.34362022,3.209751662,533057.775,3132668.376,753550.188,,,,
2051,catch_585,2.669833944,17.0276665,2.954775768,626794.2452,3997568.236,693689.7522,,,,
2052,catch_585,2.482432912,11.75519423,3.003755529,582798.2923,2759755.193,705188.6818,,,,
2053,catch_585,2.633676535,11.03798567,2.129086136,618305.6064,2591376.859,499843.4231,,,,
2054,catch_585,2.314314349,11.22617806,2.06396917,543329.2655,2635558.596,484555.9782,,,,
2055,catch_585,2.118601089,13.6608616,2.463022332,497381.8591,3207146.816,578241.2898,,,,
2056,catch_585,2.540570905,15.49993321,2.060066788,596447.2907,3638903.82,483639.8197,,,,
2057,catch_585,2.452469279,17.78567335,1.860299245,575763.7603,4175524.746,436740.5935,,,,
2058,catch_585,2.666874274,17.58144233,1.933733375,626099.4065,4127577.634,453980.6507,,,,
2059,catch_585,3.593724478,14.32754004,2.078958274,843695.1019,3363662.248,488074.955,,,,
2060,catch_585,3.656762285,15.25453665,2.112209347,858494.4248,3581292.315,495881.2762,,,,
2061,catch_585,3.7993896,12.59426259,2.420579053,891978.8969,2956742.434,568276.9237,,,,
2062,catch_585,3.412651724,16.36188447,1.860833352,801184.8326,3841263.254,436865.9852,,,,
2063,catch_585,3.223633925,16.56700505,2.607066182,756809.3129,3889419.208,612058.3204,,,,
2064,catch_585,3.811768289,21.0061171,2.947217106,894885.0295,4931585.106,691915.2128,,,,
2065,catch_585,3.836048468,17.74546494,3.749913996,900585.2629,4166085.059,880363.5588,,,,
2066,catch_585,3.373133319,14.5702998,2.768298462,791907.1361,3420654.715,649910.6616,,,,
2067,catch_585,2.934072971,13.24694003,3.289921239,688829.3773,3109970.863,772371.5194,,,,
2068,catch_585,3.221720355,15.35960975,2.82628161,756360.0659,3605960.221,663523.3073,,,,
2069,catch_585,3.18837796,14.89251606,2.801719314,748532.3053,3496301.103,657756.8417,,,,
2070,catch_585,3.109292901,12.35018303,2.415391207,729965.585,2899440.12,567058.9783,,,,
2071,catch_585,3.517025322,13.11435993,3.010914193,825688.5179,3078845.167,706869.3142,,,,
2072,catch_585,2.81254574,10.45535313,3.606074549,660298.5509,2454592.8,846594.5159,,,,
2073,catch_585,3.418957286,12.10369774,4.371982834,802665.1831,2841573.015,1026406.038,,,,
2074,catch_585,2.357319505,10.41348266,2.995729407,553425.543,2444762.912,703304.3971,,,,
2075,catch_585,2.274029057,11.88055424,3.187578267,533871.5278,2789185.839,748344.5621,,,,
2076,catch_585,1.987593197,16.63101385,3.359863761,466625.2672,3904446.492,788791.8554,,,,
2077,catch_585,2.124818298,11.82380288,3.098486785,498841.4669,2775862.378,727428.6441,,,,
2078,catch_585,2.132056217,11.02721072,3.282529609,500540.7059,2588847.235,770636.1938,,,,
2079,catch_585,2.925768854,16.57537762,3.010079082,686879.8282,3891384.829,706673.2561,,,,
2080,catch_585,3.23151151,18.1570752,2.924827112,758658.7257,4262718.388,686658.7362,,,,
2081,catch_585,2.987254417,12.11629695,3.15007024,701314.7322,2844530.919,739538.8401,,,,
2082,catch_585,3.158291741,12.44875297,3.06818248,741468.9936,2922581.286,720314.1325,,,,
2083,catch_585,3.764228981,14.69248196,3.259454662,883724.2737,3449339.296,765218.9116,,,,
2084,catch_585,4.377370995,12.39401449,3.925230674,1027671.011,2909730.388,921522.4802,,,,
2085,catch_585,3.298669348,13.19350025,3.25894187,774425.3042,3097424.861,765098.5238,,,,
2086,catch_585,3.165600432,16.04483788,3.441336798,743184.8478,3766830.543,807919.1988,,,,
2087,catch_585,2.538527781,16.43637088,3.824366139,595967.6285,3858750.356,897842.6141,,,,
2088,catch_585,2.497221871,13.42407322,3.785863258,586270.2814,3151556.245,888803.3312,,,,
2089,catch_585,3.226450668,14.38444047,4.297791872,757470.5968,3377020.705,1008988.3,,,,
2090,catch_585,2.709329924,19.33732616,4.946081548,636066.6769,4539804.725,1161186.619,,,,
2091,catch_585,2.899310048,18.68770275,3.634730602,680668.1206,4387293.286,853322.0687,,,,
2092,catch_585,3.897382488,19.12946611,3.132528603,914984.5893,4491005.629,735420.6076,,,,
2093,catch_585,3.820937002,14.08269098,2.774640423,897037.559,3306179.279,651399.5574,,,,
2094,catch_585,3.71424598,18.89307731,3.412659636,871989.8144,4435508.866,801186.6901,,,,
2095,catch_585,3.320191832,18.027313,3.010777249,779478.1161,4232254.246,706837.1641,,,,
2096,catch_585,2.427693134,14.40413882,3.285010727,569947.0893,3381645.268,771218.6834,,,,
2097,catch_585,2.309346359,11.10003482,2.456145359,542162.9354,2605944.075,576626.7898,,,,
2098,catch_585,2.676268409,12.3962594,2.601762159,628304.8581,2910257.422,610813.1004,,,,
2099,catch_585,2.940418239,14.28692412,3.235694034,690319.0495,3354126.89,759640.6526,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
