"id","agency","code","name","begin_date","end_date","reportable_flag","last_modified_date","akfin_load_date"
33,"AKR","153","Redbanded Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
34,"AKR","154","Dusky Rockfish",1986-01-01,2007-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
35,"AKR","155","Yellowtail Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
36,"AKR","156","Widow Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
37,"AKR","157","Silvergray Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
38,"AKR","158","Redstripe Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
39,"AKR","159","Darkblotched Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
40,"AKR","160","Sculpins",1986-01-01,2009-12-31,"Y",2017-05-25 05:30:20,2024-11-18 23:23:02
41,"AKR","166","Sharpchin Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
42,"AKR","167","Blue Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
43,"AKR","168","Demersal Shelf Rockfish",1995-01-01,2005-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
44,"AKR","169","Pelagic Shelf Rockfish",1990-01-01,1998-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
45,"AKR","171","Shortraker/Rougheye Rockfish",1986-01-01,2003-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
46,"AKR","175","Yellowmouth Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
47,"AKR","176","Harlequin Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
48,"AKR","177","Blackgill Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
49,"AKR","178","Chilipepper Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
50,"AKR","179","Pygmy Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
51,"AKR","181","Shortbelly Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
52,"AKR","182","Splitnose Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
53,"AKR","183","Stripetail Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
54,"AKR","184","Vermilion Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
55,"AKR","185","Aurora Rockfish",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
56,"AKR","193","Atka Mackerel",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
57,"AKR","200","Pacific Halibut",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
58,"AKR","207","Gunnels, (family Pholidae)",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
60,"AKR","209","Bristlemouths, (family Gonostomatidae)",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
61,"AKR","210","Pacific Sandfish",1998-01-01,1999-03-20,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
62,"AKR","235","Pacific Herring (bycatch)",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
63,"AKR","270","Pollock",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
64,"AKR","410","Chinook Salmon",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
67,"AKR","440","Pink Salmon",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
68,"AKR","450","Chum Salmon",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
71,"AKR","516","Capelin",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
72,"AKR","540","Steelhead Trout",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
73,"AKR","689","Shark, Other",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
74,"AKR","700","Skate, Other",1986-01-01,2003-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
75,"AKR","710","Sablefish (blackcod)",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
77,"AKR","773","Deep-sea Smelt (family Bathylagidae)",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
79,"AKR","800","Krill (order Euphausiacea)",1998-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
80,"AKR","870","Octopus",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
81,"AKR","875","Squid",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
82,"AKR","920","Unspecified King Crab",1990-01-01,1999-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
84,"AKR","922","Blue King Crab",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
85,"AKR","923","Crab, Golden King (Brown)",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
86,"AKR","930","Unspecified Tanner Crab",1990-01-01,1999-12-31,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
87,"AKR","931","Bairdi Tanner Crab",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
88,"AKR","932","Crab, Opilio Tanner (Snow)",1986-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
1037,"AKR","925","Crab, Hanasaki (Spiny) King",2015-01-01,NA,"Y",2015-06-03 05:35:13,2024-11-18 23:23:02
