akfin_year,species_name,fmp_gear,harvest_description,conf_flag,catch_lb,catch_mt
1997,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,1,NA,NA
1997,"rockfish, thornyhead (idiots)",JIG,Federally managed (Groundfish) ,1,NA,NA
1997,"rockfish, thornyhead (idiots)",POT,Federally managed (Groundfish) ,1,NA,NA
1997,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,601329,272.7580238
1997,"rockfish, thornyhead (idiots)",TRW,State managed fishery,0,170835,77.48938932
1998,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,352656,159.9619404
1998,"rockfish, thornyhead (idiots)",HAL,State managed fishery,0,11928,5.410445376
1998,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,0,285,0.12927372
1998,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,1,NA,NA
1998,"rockfish, thornyhead (idiots)",JIG,Federally managed (Groundfish) ,1,NA,NA
1998,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,407912,185.0256199
1998,"rockfish, thornyhead (idiots)",TRW,State managed fishery,0,192879,87.48837137
1998,"rockfish, thornyhead (idiots)",TRW,State managed groundfish,1,NA,NA
1999,"rockfish, thornyhead (idiots)",HAL,Confiscated ,1,NA,NA
1999,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,306358,138.9615379
1999,"rockfish, thornyhead (idiots)",HAL,State managed fishery,0,21358,9.687817936
1999,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,0,836,0.379202912
1999,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,1,NA,NA
1999,"rockfish, thornyhead (idiots)",POT,Federally managed (Groundfish) ,1,NA,NA
1999,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,276031,125.2054534
1999,"rockfish, thornyhead (idiots)",TRW,State managed fishery,0,74536,33.80893331
2000,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,406809,184.5253079
2000,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,1,NA,NA
2000,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,1,NA,NA
2000,"rockfish, thornyhead (idiots)",JIG,Federally managed (Groundfish) ,1,NA,NA
2000,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,453561,205.7316411
2000,"rockfish, thornyhead (idiots)",TRW,State managed groundfish,1,NA,NA
2001,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,399309,181.1233679
2001,"rockfish, thornyhead (idiots)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2001,"rockfish, thornyhead (idiots)",HAL,Forfeited catch - overage,1,NA,NA
2001,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,1,NA,NA
2001,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,0,194,0.087996848
2001,"rockfish, thornyhead (idiots)",HAL,Test fishery - special study,1,NA,NA
2001,"rockfish, thornyhead (idiots)",POT,Federally managed (Groundfish) ,1,NA,NA
2001,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,258546,117.2743972
2002,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,449081,203.699549
2002,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,0,27,0.012246984
2002,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,0,704,0.319328768
2002,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,228653,103.7151716
2003,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,501186,227.3339601
2003,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,1,NA,NA
2003,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,0,1948,0.883597216
2003,"rockfish, thornyhead (idiots)",HAL,Test fishery - special study,1,NA,NA
2003,"rockfish, thornyhead (idiots)",POT,Federally managed (Groundfish) ,1,NA,NA
2003,"rockfish, thornyhead (idiots)",POT,State managed groundfish,1,NA,NA
2003,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,343838,155.9621661
2004,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,434082,196.8961225
2004,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,1,NA,NA
2004,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,1,NA,NA
2004,"rockfish, thornyhead (idiots)",POT,Federally managed (Groundfish) ,1,NA,NA
2004,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,140843,63.88525806
2005,"rockfish, thornyhead (idiots)",HAL,Donated catch,1,NA,NA
2005,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,427451,193.888354
2005,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,1,NA,NA
2005,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,1,NA,NA
2005,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,105326,47.77503099
2006,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,468536,212.5241813
2006,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,1,NA,NA
2006,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,0,424,0.192323008
2006,"rockfish, thornyhead (idiots)",POT,Federally managed (Groundfish) ,1,NA,NA
2006,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,139390,63.22618888
2007,"rockfish, thornyhead (idiots)",HAL,Confiscated ,1,NA,NA
2007,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,452761,205.3687675
2007,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,0,42,0.019050864
2007,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,0,111,0.050348712
2007,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,11836,5.368714912
2007,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,105231,47.73193975
2007,"rockfish, thornyhead (idiots)",TRW,Test fishery - special study,1,NA,NA
2008,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,386725,175.4153662
2008,"rockfish, thornyhead (idiots)",HAL,"IFQ Fisheries (groundfish, crab)",1,NA,NA
2008,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,0,49,0.022226008
2008,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,1,NA,NA
2008,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,58274,26.43262021
2008,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,99648,45.19953562
2008,"rockfish, thornyhead (idiots)",TRW,Test fishery - special study,1,NA,NA
2009,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,399772,181.333381
2009,"rockfish, thornyhead (idiots)",HAL,"IFQ Fisheries (groundfish, crab)",1,NA,NA
2009,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,0,67,0.030390664
2009,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,0,445,0.20184844
2009,"rockfish, thornyhead (idiots)",JIG,Federally managed (Groundfish) ,1,NA,NA
2009,"rockfish, thornyhead (idiots)",TRW,Amendment 80,1,NA,NA
2009,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,190523,86.41970862
2009,"rockfish, thornyhead (idiots)",TRW,Forfeited catch - trip limit overage,1,NA,NA
2009,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,89551,40.61961719
2010,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,454856,206.3190428
2010,"rockfish, thornyhead (idiots)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2010,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,0,69,0.031297848
2010,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,1,NA,NA
2010,"rockfish, thornyhead (idiots)",POT,Federally managed (Groundfish) ,1,NA,NA
2010,"rockfish, thornyhead (idiots)",TRW,Amendment 80,1,NA,NA
2010,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,294956,133.789682
2010,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,75681,34.32829615
2011,"rockfish, thornyhead (idiots)",HAL,Confiscated ,1,NA,NA
2011,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,417249,189.2608084
2011,"rockfish, thornyhead (idiots)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2011,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,0,24,0.010886208
2011,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,1,NA,NA
2011,"rockfish, thornyhead (idiots)",TRW,Amendment 80,1,NA,NA
2011,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,194598,88.26809602
2011,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,246014,111.5899823
2012,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,585521,265.5876414
2012,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,1,NA,NA
2012,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,1,NA,NA
2012,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,154798,70.21513442
2012,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,176852,80.21865238
2013,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,687011,311.6226935
2013,"rockfish, thornyhead (idiots)",HAL,Forfeited catch - bycatch overage - federally mana,0,1038,0.470828496
2013,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,1,NA,NA
2013,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,1,NA,NA
2013,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,122543,55.58452446
2013,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,291967,132.4338955
2014,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,649803,294.7454424
2014,"rockfish, thornyhead (idiots)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2014,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,0,98,0.044452016
2014,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,0,479,0.217270568
2014,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,537349,243.7372076
2014,"rockfish, thornyhead (idiots)",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2014,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,395038,179.1860765
2015,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,658770,298.8128018
2015,"rockfish, thornyhead (idiots)",HAL,Forfeited catch - bycatch overage - federally mana,0,668,0.302999456
2015,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,0,123,0.055791816
2015,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,0,593,0.268980056
2015,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,236456,107.25455
2015,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,477739,216.6985885
2016,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,654293,296.7820705
2016,"rockfish, thornyhead (idiots)",HAL,Forfeited catch - bycatch overage - federally mana,0,2241,1.016499672
2016,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,0,55,0.02494756
2016,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,1,NA,NA
2016,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,159716,72.44589987
2016,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,661597,300.0951064
2016,"rockfish, thornyhead (idiots)",TRW,Test fishery - special study,1,NA,NA
2017,"rockfish, thornyhead (idiots)",HAL,Exploratory (Shellfish),1,NA,NA
2017,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,578031,262.1902374
2017,"rockfish, thornyhead (idiots)",HAL,Forfeited catch - bycatch overage - federally mana,0,1096,0.497136832
2017,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,0,682,0.309349744
2017,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,1,NA,NA
2017,"rockfish, thornyhead (idiots)",POT,Federally managed (Groundfish) ,0,810,0.36740952
2017,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,150779,68.39214817
2017,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,646318,293.1646743
2018,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,595689,270.1997649
2018,"rockfish, thornyhead (idiots)",HAL,Forfeited catch - bycatch overage - federally mana,0,3577,1.622498584
2018,"rockfish, thornyhead (idiots)",HAL,Forfeited catch - federal bycatch overage,1,NA,NA
2018,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,0,215,0.09752228
2018,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,0,596,0.270340832
2018,"rockfish, thornyhead (idiots)",POT,Exploratory (Shellfish),1,NA,NA
2018,"rockfish, thornyhead (idiots)",POT,Federally managed (Groundfish) ,0,1768,0.801950656
2018,"rockfish, thornyhead (idiots)",TRW,Exploratory (Shellfish),0,333261,151.1645235
2018,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,105834,48.00545573
2018,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,484882,219.9385961
2019,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,405644,183.9968732
2019,"rockfish, thornyhead (idiots)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2019,"rockfish, thornyhead (idiots)",HAL,Forfeited catch - overage,1,NA,NA
2019,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,1,NA,NA
2019,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,0,491,0.222713672
2019,"rockfish, thornyhead (idiots)",POT,Federally managed (Groundfish) ,0,710,0.32205032
2019,"rockfish, thornyhead (idiots)",TRW,Exploratory (Shellfish),0,402709,182.6655807
2019,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,194684,88.30710493
2019,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,253989,115.2073785
2020,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,134850,61.1668812
2020,"rockfish, thornyhead (idiots)",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2020,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,1,NA,NA
2020,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,0,155,0.07030676
2020,"rockfish, thornyhead (idiots)",POT,Federally managed (Groundfish) ,0,4864,2.206271488
2020,"rockfish, thornyhead (idiots)",TRW,Amendment 80,1,NA,NA
2020,"rockfish, thornyhead (idiots)",TRW,Exploratory (Shellfish),1,NA,NA
2020,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,106087,48.1202145
2020,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,221203,100.3359112
2021,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,29377,13.32517218
2021,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,0,263,0.119294696
2021,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,0,319,0.144695848
2021,"rockfish, thornyhead (idiots)",POT,Federally managed (Groundfish) ,0,5990,2.71701608
2021,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,86270,39.13138184
2021,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,164881,74.78870255
2022,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,17811,8.078927112
2022,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,1,NA,NA
2022,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,1,NA,NA
2022,"rockfish, thornyhead (idiots)",POT,Federally managed (Groundfish) ,0,5050,2.2906396
2022,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,225282,102.1861129
2022,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,252779,114.6585322
2023,"rockfish, thornyhead (idiots)",HAL,Federally managed (Groundfish) ,0,28284,12.82939613
2023,"rockfish, thornyhead (idiots)",HAL,"IFQ Fisheries (groundfish, crab)",1,NA,NA
2023,"rockfish, thornyhead (idiots)",HAL,State managed groundfish,1,NA,NA
2023,"rockfish, thornyhead (idiots)",HAL,Test fishery - long term stock assessment,0,227,0.102965384
2023,"rockfish, thornyhead (idiots)",POT,Federally managed (Groundfish) ,0,7015,3.18194788
2023,"rockfish, thornyhead (idiots)",POT,"IFQ Fisheries (groundfish, crab)",1,NA,NA
2023,"rockfish, thornyhead (idiots)",TRW,Exploratory (Shellfish),1,NA,NA
2023,"rockfish, thornyhead (idiots)",TRW,Federally managed (Groundfish) ,0,27711,12.56948791
2023,"rockfish, thornyhead (idiots)",TRW,Rockfish Pilot Program,0,212834,96.53979973
1992,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,101,0.045812792
1992,"rockfish, tiger",HAL,State managed fishery,0,249,0.112944408
1992,"rockfish, tiger",JIG,State managed fishery,1,NA,NA
1992,"rockfish, tiger",POT,State managed fishery,1,NA,NA
1993,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,285,0.12927372
1993,"rockfish, tiger",HAL,State managed fishery,0,837,0.379656504
1993,"rockfish, tiger",JIG,Federally managed (Groundfish) ,1,NA,NA
1993,"rockfish, tiger",TRW,State managed fishery,1,NA,NA
1994,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,119,0.053977448
1994,"rockfish, tiger",HAL,State managed fishery,0,89,0.040369688
1994,"rockfish, tiger",JIG,Federally managed (Groundfish) ,1,NA,NA
1994,"rockfish, tiger",JIG,State managed fishery,1,NA,NA
1994,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
1994,"rockfish, tiger",TRW,State managed fishery,1,NA,NA
1995,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,90,0.04082328
1995,"rockfish, tiger",HAL,State managed fishery,0,62,0.028122704
1995,"rockfish, tiger",JIG,Federally managed (Groundfish) ,1,NA,NA
1995,"rockfish, tiger",JIG,State managed fishery,1,NA,NA
1995,"rockfish, tiger",POT,State managed fishery,1,NA,NA
1996,"rockfish, tiger",HAL,Federally managed (Groundfish) ,1,NA,NA
1996,"rockfish, tiger",HAL,State managed fishery,1,NA,NA
1996,"rockfish, tiger",TRW,State managed fishery,1,NA,NA
1997,"rockfish, tiger",HAL,Federally managed (Groundfish) ,1,NA,NA
1997,"rockfish, tiger",HAL,State managed fishery,0,121,0.054884632
1997,"rockfish, tiger",JIG,Federally managed (Groundfish) ,1,NA,NA
1997,"rockfish, tiger",JIG,State managed fishery,1,NA,NA
1998,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,61,0.027669112
1998,"rockfish, tiger",HAL,State managed groundfish,0,10,0.00453592
1999,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,170,0.07711064
1999,"rockfish, tiger",HAL,State managed fishery,1,NA,NA
1999,"rockfish, tiger",HAL,State managed groundfish,1,NA,NA
1999,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
2000,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,403,0.182797576
2000,"rockfish, tiger",HAL,State managed groundfish,1,NA,NA
2000,"rockfish, tiger",HAL,Test fishery - long term stock assessment,1,NA,NA
2000,"rockfish, tiger",JIG,Federally managed (Groundfish) ,1,NA,NA
2000,"rockfish, tiger",JIG,State managed groundfish,1,NA,NA
2001,"rockfish, tiger",HAL,Federally managed (Groundfish) ,1,NA,NA
2001,"rockfish, tiger",HAL,State managed groundfish,1,NA,NA
2001,"rockfish, tiger",JIG,Federally managed (Groundfish) ,1,NA,NA
2001,"rockfish, tiger",JIG,State managed groundfish,1,NA,NA
2002,"rockfish, tiger",HAL,Federally managed (Groundfish) ,1,NA,NA
2002,"rockfish, tiger",HAL,State managed groundfish,1,NA,NA
2002,"rockfish, tiger",JIG,State managed groundfish,1,NA,NA
2003,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,39,0.017690088
2003,"rockfish, tiger",HAL,State managed groundfish,1,NA,NA
2003,"rockfish, tiger",HAL,Test fishery - long term stock assessment,1,NA,NA
2003,"rockfish, tiger",JIG,Forfeited catch - trip/season limit overage -stat ,1,NA,NA
2003,"rockfish, tiger",JIG,State managed groundfish,1,NA,NA
2003,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
2004,"rockfish, tiger",HAL,Federally managed (Groundfish) ,1,NA,NA
2004,"rockfish, tiger",HAL,State managed groundfish,0,25,0.0113398
2004,"rockfish, tiger",JIG,State managed groundfish,1,NA,NA
2004,"rockfish, tiger",OTH,State managed fishery,1,NA,NA
2005,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,214,0.097068688
2005,"rockfish, tiger",HAL,State managed groundfish,0,21,0.009525432
2005,"rockfish, tiger",JIG,Forfeited catch - trip/season limit overage -stat ,1,NA,NA
2006,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,151,0.068492392
2006,"rockfish, tiger",HAL,State managed groundfish,0,41,0.018597272
2006,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
2007,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,66,0.029937072
2007,"rockfish, tiger",HAL,State managed groundfish,1,NA,NA
2008,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,177,0.080285784
2008,"rockfish, tiger",HAL,State managed groundfish,0,55,0.02494756
2008,"rockfish, tiger",HAL,Test fishery - long term stock assessment,1,NA,NA
2008,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
2008,"rockfish, tiger",TRW,Rockfish Pilot Program,0,7,0.003175144
2009,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,210,0.09525432
2009,"rockfish, tiger",HAL,State managed groundfish,0,114,0.051709488
2009,"rockfish, tiger",HAL,Test fishery - long term stock assessment,1,NA,NA
2009,"rockfish, tiger",JIG,State managed groundfish,1,NA,NA
2009,"rockfish, tiger",TRW,Rockfish Pilot Program,1,NA,NA
2010,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,170,0.07711064
2010,"rockfish, tiger",HAL,Forfeited catch - overage,1,NA,NA
2010,"rockfish, tiger",HAL,State managed groundfish,0,122,0.055338224
2010,"rockfish, tiger",HAL,Test fishery - long term stock assessment,1,NA,NA
2010,"rockfish, tiger",JIG,Forfeited catch - overage,1,NA,NA
2010,"rockfish, tiger",JIG,State managed groundfish,1,NA,NA
2010,"rockfish, tiger",TRW,Federally managed (Groundfish) ,0,9872,4.477860224
2010,"rockfish, tiger",TRW,Rockfish Pilot Program,1,NA,NA
2011,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,554,0.251289968
2011,"rockfish, tiger",HAL,Forfeited catch - overage,1,NA,NA
2011,"rockfish, tiger",HAL,State managed groundfish,0,165,0.07484268
2011,"rockfish, tiger",JIG,Forfeited catch - overage,1,NA,NA
2011,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
2011,"rockfish, tiger",TRW,Rockfish Pilot Program,1,NA,NA
2012,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,326,0.147870992
2012,"rockfish, tiger",HAL,Forfeited catch - overage,0,115,0.05216308
2012,"rockfish, tiger",HAL,State managed groundfish,0,321,0.145603032
2012,"rockfish, tiger",JIG,Forfeited catch - overage,1,NA,NA
2012,"rockfish, tiger",JIG,State managed groundfish,1,NA,NA
2012,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
2012,"rockfish, tiger",TRW,Rockfish Pilot Program,0,3097,1.404774424
2013,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,357,0.161932344
2013,"rockfish, tiger",HAL,State managed groundfish,0,235,0.10659412
2013,"rockfish, tiger",JIG,State managed groundfish,1,NA,NA
2013,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
2013,"rockfish, tiger",TRW,Rockfish Pilot Program,0,550,0.2494756
2014,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,454,0.205930768
2014,"rockfish, tiger",HAL,Forfeited catch - overage,1,NA,NA
2014,"rockfish, tiger",HAL,State managed groundfish,0,227,0.102965384
2014,"rockfish, tiger",JIG,State managed groundfish,0,40,0.01814368
2014,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
2014,"rockfish, tiger",TRW,Rockfish Pilot Program,0,2001,0.907637592
2015,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,327,0.148324584
2015,"rockfish, tiger",HAL,State managed groundfish,0,615,0.27895908
2015,"rockfish, tiger",HAL,Test fishery - long term stock assessment,1,NA,NA
2015,"rockfish, tiger",JIG,Forfeited catch - trip/season limit overage -stat ,1,NA,NA
2015,"rockfish, tiger",JIG,State managed groundfish,0,43,0.019504456
2015,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
2015,"rockfish, tiger",TRW,Rockfish Pilot Program,1,NA,NA
2016,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,286,0.129727312
2016,"rockfish, tiger",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2016,"rockfish, tiger",HAL,Forfeited catch - overage,1,NA,NA
2016,"rockfish, tiger",HAL,State managed groundfish,0,641,0.290752472
2016,"rockfish, tiger",JIG,Federally managed (Groundfish) ,1,NA,NA
2016,"rockfish, tiger",JIG,Forfeited catch - trip/season limit overage -stat ,1,NA,NA
2016,"rockfish, tiger",JIG,State managed groundfish,0,67,0.030390664
2016,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
2016,"rockfish, tiger",TRW,Rockfish Pilot Program,0,1635,0.74162292
2017,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,2946,1.336282032
2017,"rockfish, tiger",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2017,"rockfish, tiger",HAL,Forfeited catch - overage,1,NA,NA
2017,"rockfish, tiger",HAL,State managed groundfish,0,316,0.143335072
2017,"rockfish, tiger",JIG,Federally managed (Groundfish) ,1,NA,NA
2017,"rockfish, tiger",JIG,Forfeited catch - overage,1,NA,NA
2017,"rockfish, tiger",JIG,State managed groundfish,0,37,0.016782904
2017,"rockfish, tiger",TRW,Federally managed (Groundfish) ,0,359,0.162839528
2017,"rockfish, tiger",TRW,Rockfish Pilot Program,1,NA,NA
2018,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,352,0.159664384
2018,"rockfish, tiger",HAL,State managed groundfish,0,52,0.023586784
2018,"rockfish, tiger",JIG,Federally managed (Groundfish) ,1,NA,NA
2018,"rockfish, tiger",JIG,Forfeited catch - overage,1,NA,NA
2018,"rockfish, tiger",JIG,State managed groundfish,1,NA,NA
2018,"rockfish, tiger",POT,Federally managed (Groundfish) ,1,NA,NA
2018,"rockfish, tiger",TRW,Exploratory (Shellfish),1,NA,NA
2018,"rockfish, tiger",TRW,Rockfish Pilot Program,0,614,0.278505488
2019,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,403,0.182797576
2019,"rockfish, tiger",HAL,Forfeited catch - overage,1,NA,NA
2019,"rockfish, tiger",HAL,State managed groundfish,0,102,0.046266384
