akfin_year,species_name,fmp_gear,harvest_description,conf_flag,catch_lb,catch_mt
2019,"rockfish, tiger",HAL,Test fishery - long term stock assessment,1,NA,NA
2019,"rockfish, tiger",JIG,Federally managed (Groundfish) ,1,NA,NA
2019,"rockfish, tiger",JIG,Forfeited catch - overage,0,24,0.010886208
2019,"rockfish, tiger",JIG,State managed groundfish,1,NA,NA
2019,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
2019,"rockfish, tiger",TRW,Rockfish Pilot Program,1,NA,NA
2020,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,172,0.078017824
2020,"rockfish, tiger",HAL,State managed groundfish,1,NA,NA
2020,"rockfish, tiger",JIG,State managed groundfish,0,17,0.007711064
2020,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
2020,"rockfish, tiger",TRW,Rockfish Pilot Program,0,555,0.25174356
2021,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,960,0.43544832
2021,"rockfish, tiger",HAL,State managed groundfish,0,578,0.262176176
2021,"rockfish, tiger",JIG,State managed groundfish,1,NA,NA
2021,"rockfish, tiger",POT,Federally managed (Groundfish) ,0,131,0.059420552
2021,"rockfish, tiger",POT,State managed groundfish,1,NA,NA
2021,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
2021,"rockfish, tiger",TRW,Rockfish Pilot Program,0,2280,1.03418976
2022,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,269,0.122016248
2022,"rockfish, tiger",HAL,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2022,"rockfish, tiger",HAL,State managed groundfish,0,333,0.151046136
2022,"rockfish, tiger",JIG,State managed groundfish,1,NA,NA
2022,"rockfish, tiger",POT,Federally managed (Groundfish) ,0,19,0.008618248
2022,"rockfish, tiger",TRW,Rockfish Pilot Program,0,1171,0.531156232
2023,"rockfish, tiger",HAL,Federally managed (Groundfish) ,0,410,0.18597272
2023,"rockfish, tiger",HAL,State managed groundfish,0,233,0.105686936
2023,"rockfish, tiger",HAL,Test fishery - long term stock assessment,1,NA,NA
2023,"rockfish, tiger",JIG,Federally managed (Groundfish) ,1,NA,NA
2023,"rockfish, tiger",JIG,State managed groundfish,1,NA,NA
2023,"rockfish, tiger",POT,Federally managed (Groundfish) ,1,NA,NA
2023,"rockfish, tiger",POT,State managed groundfish,1,NA,NA
2023,"rockfish, tiger",TRW,Federally managed (Groundfish) ,1,NA,NA
2023,"rockfish, tiger",TRW,Rockfish Pilot Program,0,1529,0.693542168
1991,"rockfish, unspecified demersal",HAL,Federally managed (Groundfish) ,0,70220,31.85123024
1991,"rockfish, unspecified demersal",HAL,State managed fishery,0,18592,8.433182464
1991,"rockfish, unspecified demersal",JIG,State managed fishery,1,NA,NA
1991,"rockfish, unspecified demersal",OTH,State managed fishery,1,NA,NA
1991,"rockfish, unspecified demersal",POT,State managed fishery,1,NA,NA
1991,"rockfish, unspecified demersal",TRW,State managed fishery,0,11651,5.284800392
1991,"rockfish, unspecified demersal",TRW,NA,1,NA,NA
1992,"rockfish, unspecified demersal",HAL,Federally managed (Groundfish) ,0,17483,7.930148936
1992,"rockfish, unspecified demersal",HAL,State managed fishery,0,71487,32.4259313
1992,"rockfish, unspecified demersal",JIG,State managed fishery,1,NA,NA
1992,"rockfish, unspecified demersal",POT,State managed fishery,1,NA,NA
1992,"rockfish, unspecified demersal",TRW,State managed fishery,0,39507,17.92005914
1993,"rockfish, unspecified demersal",HAL,State managed fishery,0,4294,1.947724048
1993,"rockfish, unspecified demersal",TRW,State managed fishery,1,NA,NA
1994,"rockfish, unspecified demersal",HAL,Federally managed (Groundfish) ,1,NA,NA
1994,"rockfish, unspecified demersal",HAL,State managed fishery,0,13356,6.058174752
1994,"rockfish, unspecified demersal",JIG,State managed fishery,1,NA,NA
1994,"rockfish, unspecified demersal",TRW,State managed fishery,1,NA,NA
1995,"rockfish, unspecified demersal",HAL,State managed fishery,0,632,0.286670144
1995,"rockfish, unspecified demersal",JIG,State managed fishery,1,NA,NA
1995,"rockfish, unspecified demersal",TRW,Federally managed (Groundfish) ,1,NA,NA
1995,"rockfish, unspecified demersal",TRW,State managed fishery,1,NA,NA
1996,"rockfish, unspecified demersal",HAL,Federally managed (Groundfish) ,0,3983,1.806656936
1996,"rockfish, unspecified demersal",HAL,State managed fishery,0,795,0.36060564
1996,"rockfish, unspecified demersal",JIG,Federally managed (Groundfish) ,1,NA,NA
1996,"rockfish, unspecified demersal",JIG,State managed fishery,1,NA,NA
1996,"rockfish, unspecified demersal",POT,State managed fishery,1,NA,NA
1996,"rockfish, unspecified demersal",TRW,State managed fishery,0,15619,7.084653448
1997,"rockfish, unspecified demersal",HAL,Federally managed (Groundfish) ,1,NA,NA
1997,"rockfish, unspecified demersal",JIG,Federally managed (Groundfish) ,1,NA,NA
1997,"rockfish, unspecified demersal",TRW,Federally managed (Groundfish) ,1,NA,NA
1998,"rockfish, unspecified demersal",HAL,Federally managed (Groundfish) ,0,783,0.355162536
1998,"rockfish, unspecified demersal",TRW,Federally managed (Groundfish) ,0,17623,7.993651816
1999,"rockfish, unspecified demersal",HAL,State managed groundfish,1,NA,NA
1999,"rockfish, unspecified demersal",TRW,State managed fishery,1,NA,NA
2000,"rockfish, unspecified demersal",POT,Federally managed (Groundfish) ,1,NA,NA
2000,"rockfish, unspecified demersal",TRW,Federally managed (Groundfish) ,1,NA,NA
2001,"rockfish, unspecified demersal",TRW,Federally managed (Groundfish) ,1,NA,NA
2002,"rockfish, unspecified demersal",HAL,Federally managed (Groundfish) ,1,NA,NA
2002,"rockfish, unspecified demersal",TRW,Federally managed (Groundfish) ,1,NA,NA
2003,"rockfish, unspecified demersal",HAL,Federally managed (Groundfish) ,1,NA,NA
2003,"rockfish, unspecified demersal",POT,Federally managed (Groundfish) ,1,NA,NA
2003,"rockfish, unspecified demersal",TRW,Federally managed (Groundfish) ,1,NA,NA
2004,"rockfish, unspecified demersal",HAL,Federally managed (Groundfish) ,1,NA,NA
2004,"rockfish, unspecified demersal",POT,Federally managed (Groundfish) ,1,NA,NA
2005,"rockfish, unspecified demersal",HAL,Federally managed (Groundfish) ,1,NA,NA
2005,"rockfish, unspecified demersal",POT,Federally managed (Groundfish) ,1,NA,NA
1991,"rockfish, unspecified pelagic",HAL,Federally managed (Groundfish) ,1,NA,NA
1991,"rockfish, unspecified pelagic",HAL,State managed fishery,0,19195,8.70669844
1991,"rockfish, unspecified pelagic",JIG,State managed fishery,1,NA,NA
1991,"rockfish, unspecified pelagic",TRW,Federally managed (Groundfish) ,1,NA,NA
1991,"rockfish, unspecified pelagic",TRW,State managed fishery,0,375101,170.1428128
1991,"rockfish, unspecified pelagic",TRW,NA,1,NA,NA
1992,"rockfish, unspecified pelagic",HAL,Federally managed (Groundfish) ,0,5882,2.668028144
1992,"rockfish, unspecified pelagic",HAL,State managed fishery,0,54819,24.86545985
1992,"rockfish, unspecified pelagic",JIG,Federally managed (Groundfish) ,1,NA,NA
1992,"rockfish, unspecified pelagic",JIG,State managed fishery,0,99307,45.04486074
1992,"rockfish, unspecified pelagic",OTH,State managed fishery,1,NA,NA
1992,"rockfish, unspecified pelagic",POT,State managed fishery,1,NA,NA
1992,"rockfish, unspecified pelagic",TRW,Federally managed (Groundfish) ,0,6992,3.171515264
1992,"rockfish, unspecified pelagic",TRW,State managed fishery,0,281357,127.6212843
1993,"rockfish, unspecified pelagic",HAL,State managed fishery,1,NA,NA
1993,"rockfish, unspecified pelagic",TRW,State managed fishery,0,4194,1.902364848
1994,"rockfish, unspecified pelagic",HAL,Federally managed (Groundfish) ,1,NA,NA
1994,"rockfish, unspecified pelagic",HAL,State managed fishery,0,5949,2.698418808
1994,"rockfish, unspecified pelagic",TRW,State managed fishery,0,47758,21.66264674
1995,"rockfish, unspecified pelagic",HAL,State managed fishery,0,190,0.08618248
1995,"rockfish, unspecified pelagic",JIG,State managed fishery,1,NA,NA
1995,"rockfish, unspecified pelagic",POT,State managed fishery,1,NA,NA
1995,"rockfish, unspecified pelagic",TRW,State managed fishery,0,8371,3.797018632
1996,"rockfish, unspecified pelagic",TRW,State managed fishery,1,NA,NA
1997,"rockfish, unspecified pelagic",HAL,Federally managed (Groundfish) ,1,NA,NA
1997,"rockfish, unspecified pelagic",HAL,State managed fishery,1,NA,NA
1997,"rockfish, unspecified pelagic",JIG,Federally managed (Groundfish) ,1,NA,NA
1997,"rockfish, unspecified pelagic",TRW,Federally managed (Groundfish) ,1,NA,NA
1998,"rockfish, unspecified pelagic",HAL,Federally managed (Groundfish) ,1,NA,NA
1998,"rockfish, unspecified pelagic",TRW,Federally managed (Groundfish) ,0,67612,30.6682623
1998,"rockfish, unspecified pelagic",TRW,State managed fishery,1,NA,NA
1999,"rockfish, unspecified pelagic",HAL,Federally managed (Groundfish) ,1,NA,NA
1999,"rockfish, unspecified pelagic",HAL,Test fishery - long term stock assessment,1,NA,NA
1999,"rockfish, unspecified pelagic",TRW,Federally managed (Groundfish) ,1,NA,NA
1999,"rockfish, unspecified pelagic",TRW,State managed fishery,1,NA,NA
2000,"rockfish, unspecified pelagic",TRW,Federally managed (Groundfish) ,0,292,0.132448864
2001,"rockfish, unspecified pelagic",TRW,Federally managed (Groundfish) ,0,877,0.397800184
2002,"rockfish, unspecified pelagic",TRW,Federally managed (Groundfish) ,0,11014,4.995862288
2003,"rockfish, unspecified pelagic",HAL,Federally managed (Groundfish) ,1,NA,NA
2003,"rockfish, unspecified pelagic",TRW,Federally managed (Groundfish) ,1,NA,NA
2004,"rockfish, unspecified pelagic",HAL,Federally managed (Groundfish) ,1,NA,NA
2004,"rockfish, unspecified pelagic",TRW,Federally managed (Groundfish) ,1,NA,NA
2005,"rockfish, unspecified pelagic",HAL,Federally managed (Groundfish) ,1,NA,NA
2006,"rockfish, unspecified pelagic",POT,Federally managed (Groundfish) ,1,NA,NA
1991,"rockfish, unspecified slope",HAL,Federally managed (Groundfish) ,0,40206,18.23711995
1991,"rockfish, unspecified slope",HAL,State managed fishery,0,27655,12.54408676
1991,"rockfish, unspecified slope",JIG,State managed fishery,1,NA,NA
1991,"rockfish, unspecified slope",POT,Federally managed (Groundfish) ,1,NA,NA
1991,"rockfish, unspecified slope",TRW,Federally managed (Groundfish) ,1,NA,NA
1991,"rockfish, unspecified slope",TRW,State managed fishery,0,1057355,479.6077692
1992,"rockfish, unspecified slope",HAL,Federally managed (Groundfish) ,0,63312,28.7178167
1992,"rockfish, unspecified slope",HAL,State managed fishery,0,49456,22.43284595
1992,"rockfish, unspecified slope",JIG,State managed fishery,1,NA,NA
1992,"rockfish, unspecified slope",POT,Federally managed (Groundfish) ,1,NA,NA
1992,"rockfish, unspecified slope",TRW,Federally managed (Groundfish) ,0,496159,225.0537531
1992,"rockfish, unspecified slope",TRW,State managed fishery,0,999288,453.2690425
1993,"rockfish, unspecified slope",HAL,State managed fishery,0,9422,4.273743824
1993,"rockfish, unspecified slope",TRW,State managed fishery,0,20652,9.367581984
1994,"rockfish, unspecified slope",HAL,State managed fishery,0,3264,1.480524288
1994,"rockfish, unspecified slope",TRW,State managed fishery,0,154154,69.92302117
1995,"rockfish, unspecified slope",HAL,Federally managed (Groundfish) ,1,NA,NA
1995,"rockfish, unspecified slope",HAL,State managed fishery,0,13074,5.930261808
1995,"rockfish, unspecified slope",TRW,State managed fishery,1,NA,NA
1996,"rockfish, unspecified slope",HAL,Federally managed (Groundfish) ,1,NA,NA
1996,"rockfish, unspecified slope",HAL,State managed fishery,0,1525,0.6917278
1996,"rockfish, unspecified slope",TRW,State managed fishery,0,2919,1.324035048
1997,"rockfish, unspecified slope",HAL,Federally managed (Groundfish) ,1,NA,NA
1997,"rockfish, unspecified slope",TRW,Federally managed (Groundfish) ,0,9130,4.14129496
1997,"rockfish, unspecified slope",TRW,State managed fishery,0,5769,2.616772248
1998,"rockfish, unspecified slope",POT,Federally managed (Groundfish) ,1,NA,NA
1998,"rockfish, unspecified slope",TRW,Federally managed (Groundfish) ,0,4975,2.2566202
1998,"rockfish, unspecified slope",TRW,State managed fishery,1,NA,NA
1999,"rockfish, unspecified slope",HAL,Federally managed (Groundfish) ,1,NA,NA
1999,"rockfish, unspecified slope",HAL,State managed groundfish,1,NA,NA
1999,"rockfish, unspecified slope",POT,Federally managed (Groundfish) ,1,NA,NA
2000,"rockfish, unspecified slope",HAL,Federally managed (Groundfish) ,1,NA,NA
2000,"rockfish, unspecified slope",POT,Federally managed (Groundfish) ,1,NA,NA
2000,"rockfish, unspecified slope",TRW,State managed fishery,1,NA,NA
2002,"rockfish, unspecified slope",HAL,Federally managed (Groundfish) ,1,NA,NA
2003,"rockfish, unspecified slope",HAL,Federally managed (Groundfish) ,1,NA,NA
2004,"rockfish, unspecified slope",POT,Federally managed (Groundfish) ,1,NA,NA
2005,"rockfish, unspecified slope",TRW,Federally managed (Groundfish) ,1,NA,NA
2006,"rockfish, unspecified slope",POT,Federally managed (Groundfish) ,1,NA,NA
1994,"rockfish, vermilion",TRW,State managed fishery,1,NA,NA
1995,"rockfish, vermilion",HAL,State managed fishery,1,NA,NA
1995,"rockfish, vermilion",TRW,State managed fishery,1,NA,NA
1999,"rockfish, vermilion",TRW,Federally managed (Groundfish) ,1,NA,NA
1999,"rockfish, vermilion",TRW,State managed fishery,1,NA,NA
2006,"rockfish, vermilion",HAL,Federally managed (Groundfish) ,1,NA,NA
2007,"rockfish, vermilion",HAL,Federally managed (Groundfish) ,1,NA,NA
2007,"rockfish, vermilion",HAL,State managed groundfish,1,NA,NA
2007,"rockfish, vermilion",HAL,Test fishery - long term stock assessment,1,NA,NA
2008,"rockfish, vermilion",HAL,Federally managed (Groundfish) ,1,NA,NA
2009,"rockfish, vermilion",HAL,Federally managed (Groundfish) ,1,NA,NA
2010,"rockfish, vermilion",HAL,Federally managed (Groundfish) ,1,NA,NA
2011,"rockfish, vermilion",HAL,State managed groundfish,1,NA,NA
2013,"rockfish, vermilion",HAL,State managed groundfish,1,NA,NA
2016,"rockfish, vermilion",HAL,Federally managed (Groundfish) ,1,NA,NA
2021,"rockfish, vermilion",HAL,Federally managed (Groundfish) ,1,NA,NA
2023,"rockfish, vermilion",HAL,Federally managed (Groundfish) ,1,NA,NA
1991,"rockfish, widow",TRW,Federally managed (Groundfish) ,1,NA,NA
1992,"rockfish, widow",TRW,Federally managed (Groundfish) ,0,17118,7.764587856
1992,"rockfish, widow",TRW,State managed fishery,0,111691,50.66214407
1995,"rockfish, widow",JIG,State managed fishery,1,NA,NA
1996,"rockfish, widow",HAL,State managed fishery,1,NA,NA
1996,"rockfish, widow",POT,State managed fishery,1,NA,NA
1996,"rockfish, widow",TRW,State managed fishery,1,NA,NA
1997,"rockfish, widow",TRW,Federally managed (Groundfish) ,1,NA,NA
1998,"rockfish, widow",HAL,Federally managed (Groundfish) ,1,NA,NA
2001,"rockfish, widow",JIG,State managed groundfish,1,NA,NA
2001,"rockfish, widow",TRW,Federally managed (Groundfish) ,1,NA,NA
2002,"rockfish, widow",HAL,Federally managed (Groundfish) ,1,NA,NA
2003,"rockfish, widow",HAL,State managed groundfish,1,NA,NA
2004,"rockfish, widow",HAL,State managed groundfish,1,NA,NA
2005,"rockfish, widow",HAL,State managed groundfish,1,NA,NA
2005,"rockfish, widow",TRW,Federally managed (Groundfish) ,1,NA,NA
2007,"rockfish, widow",HAL,Federally managed (Groundfish) ,1,NA,NA
2007,"rockfish, widow",HAL,State managed groundfish,1,NA,NA
2007,"rockfish, widow",TRW,Federally managed (Groundfish) ,1,NA,NA
2007,"rockfish, widow",TRW,Rockfish Pilot Program,1,NA,NA
2007,"rockfish, widow",TRW,Test fishery - special study,1,NA,NA
2008,"rockfish, widow",TRW,Federally managed (Groundfish) ,1,NA,NA
2008,"rockfish, widow",TRW,Rockfish Pilot Program,1,NA,NA
2009,"rockfish, widow",HAL,Federally managed (Groundfish) ,1,NA,NA
2009,"rockfish, widow",TRW,Federally managed (Groundfish) ,1,NA,NA
2010,"rockfish, widow",HAL,Federally managed (Groundfish) ,1,NA,NA
2010,"rockfish, widow",TRW,Federally managed (Groundfish) ,1,NA,NA
2010,"rockfish, widow",TRW,Rockfish Pilot Program,1,NA,NA
2011,"rockfish, widow",TRW,Rockfish Pilot Program,1,NA,NA
2012,"rockfish, widow",TRW,Rockfish Pilot Program,0,20885,9.47326892
2013,"rockfish, widow",HAL,Federally managed (Groundfish) ,1,NA,NA
2013,"rockfish, widow",JIG,State managed groundfish,1,NA,NA
2013,"rockfish, widow",TRW,Rockfish Pilot Program,0,27374,12.41662741
2014,"rockfish, widow",HAL,Federally managed (Groundfish) ,1,NA,NA
2014,"rockfish, widow",TRW,Federally managed (Groundfish) ,1,NA,NA
2014,"rockfish, widow",TRW,Rockfish Pilot Program,0,41292,18.72972086
2015,"rockfish, widow",HAL,Test fishery - long term stock assessment,1,NA,NA
2015,"rockfish, widow",TRW,Rockfish Pilot Program,0,12967,5.881727464
2016,"rockfish, widow",JIG,Federally managed (Groundfish) ,1,NA,NA
2016,"rockfish, widow",JIG,State managed groundfish,1,NA,NA
2016,"rockfish, widow",TRW,Federally managed (Groundfish) ,1,NA,NA
2016,"rockfish, widow",TRW,Rockfish Pilot Program,0,15686,7.115044112
2017,"rockfish, widow",TRW,Federally managed (Groundfish) ,1,NA,NA
2017,"rockfish, widow",TRW,Rockfish Pilot Program,0,18819,8.536147848
2018,"rockfish, widow",JIG,State managed groundfish,1,NA,NA
2018,"rockfish, widow",TRW,Exploratory (Shellfish),0,22621,10.26070463
2018,"rockfish, widow",TRW,Rockfish Pilot Program,0,6578,2.983728176
2019,"rockfish, widow",JIG,State managed groundfish,1,NA,NA
2019,"rockfish, widow",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2019,"rockfish, widow",TRW,Rockfish Pilot Program,0,36898,16.73663762
2020,"rockfish, widow",TRW,Federally managed (Groundfish) ,1,NA,NA
2020,"rockfish, widow",TRW,Rockfish Pilot Program,0,82432,37.39049574
2021,"rockfish, widow",TRW,Rockfish Pilot Program,0,152213,69.0425991
2022,"rockfish, widow",TRW,Federally managed (Groundfish) ,1,NA,NA
2022,"rockfish, widow",TRW,Rockfish Pilot Program,0,214281,97.19614735
2023,"rockfish, widow",HAL,Federally managed (Groundfish) ,1,NA,NA
2023,"rockfish, widow",TRW,Exploratory (Shellfish),1,NA,NA
2023,"rockfish, widow",TRW,Forfeited catch - bycatch overage - federally mana,1,NA,NA
2023,"rockfish, widow",TRW,Rockfish Pilot Program,0,344973,156.476993
1991,"rockfish, yelloweye (red snapper)",HAL,Federally managed (Groundfish) ,0,20925,9.4914126
1991,"rockfish, yelloweye (red snapper)",HAL,State managed fishery,0,15400,6.9853168
1991,"rockfish, yelloweye (red snapper)",JIG,State managed fishery,0,5108,2.316947936
1991,"rockfish, yelloweye (red snapper)",TRW,State managed fishery,1,NA,NA
1992,"rockfish, yelloweye (red snapper)",HAL,Federally managed (Groundfish) ,0,25994,11.79067045
1992,"rockfish, yelloweye (red snapper)",HAL,State managed fishery,0,96092,43.58656246
1992,"rockfish, yelloweye (red snapper)",JIG,Federally managed (Groundfish) ,1,NA,NA
1992,"rockfish, yelloweye (red snapper)",JIG,State managed fishery,0,2798,1.269150416
1992,"rockfish, yelloweye (red snapper)",POT,State managed fishery,0,434,0.196858928
1992,"rockfish, yelloweye (red snapper)",TRW,Federally managed (Groundfish) ,1,NA,NA
1992,"rockfish, yelloweye (red snapper)",TRW,State managed fishery,0,11902,5.398651984
1993,"rockfish, yelloweye (red snapper)",HAL,Federally managed (Groundfish) ,0,67568,30.64830426
1993,"rockfish, yelloweye (red snapper)",HAL,State managed fishery,0,32529,14.75489417
1993,"rockfish, yelloweye (red snapper)",JIG,Federally managed (Groundfish) ,0,6934,3.145206928
1993,"rockfish, yelloweye (red snapper)",JIG,State managed fishery,0,1431,0.649090152
