"year","species_group_code","species_group_name","species_name","retained_or_discarded","conf_flag","catch_mt"
"2017","ROCK","Other Rockfish","rockfish, widow","R",0,12.4749839518
"2017","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","D",0,87.3559106645
"2017","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","R",0,97.8334482685
"2017","ROCK","Other Rockfish","rockfish, yellowtail","D",1,NA
"2017","ROCK","Other Rockfish","rockfish, yellowtail","R",0,0.2617073954
"2017","SABL","Sablefish","sablefish (blackcod)","D",0,734.2093769924
"2017","SABL","Sablefish","sablefish (blackcod)","R",0,5284.6930871709
"2017","SCLP","Sculpin","sculpin, bigmouth","D",0,66.053880599
"2017","SCLP","Sculpin","sculpin, general","D",0,6.3038864945
"2017","SCLP","Sculpin","sculpin, general","R",0,10.8479065721
"2017","SCLP","Sculpin","sculpin, great","D",0,408.5471632226
"2017","SCLP","Sculpin","sculpin, great","R",1,NA
"2017","SCLP","Sculpin","sculpin, other large","D",0,323.8450854079
"2017","SCLP","Sculpin","sculpin, plain","D",0,1.3862782273
"2017","SCLP","Sculpin","sculpin, yellow irish lord","D",0,551.9401103323
"2017","SCLP","Sculpin","sculpin, yellow irish lord","R",1,NA
"2017","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","D",0,1.6127539268
"2017","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","R",0,2.3216311202
"2017","SFL1","GOA Shallow Water Flatfish","flounder, general","D",0,1.133368595
"2017","SFL1","GOA Shallow Water Flatfish","flounder, general","R",1,NA
"2017","SFL1","GOA Shallow Water Flatfish","flounder, starry","D",0,177.7162568783
"2017","SFL1","GOA Shallow Water Flatfish","flounder, starry","R",0,36.6368259464
"2017","SFL1","GOA Shallow Water Flatfish","groundfish, general","D",0,14.4877750642
"2017","SFL1","GOA Shallow Water Flatfish","sole, English","D",0,29.5911696316
"2017","SFL1","GOA Shallow Water Flatfish","sole, English","R",0,25.7329601969
"2017","SFL1","GOA Shallow Water Flatfish","sole, butter","D",0,8.7837539677
"2017","SFL1","GOA Shallow Water Flatfish","sole, butter","R",0,155.310277463
"2017","SFL1","GOA Shallow Water Flatfish","sole, rock","D",0,280.6213379121
"2017","SFL1","GOA Shallow Water Flatfish","sole, rock","R",0,1836.3901978664
"2017","SFL1","GOA Shallow Water Flatfish","sole, sand","D",1,NA
"2017","SFL1","GOA Shallow Water Flatfish","sole, sand","R",1,NA
"2017","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","D",0,1.5660342361
"2017","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","R",0,0.0260362019
"2017","SQID","Squid","squid, majestic","D",0,25.1843907847
"2017","SQID","Squid","squid, majestic","R",0,11.8574951657
"2017","SRKR","Shortraker Rockfish","rockfish, shortraker","D",0,171.3546470906
"2017","SRKR","Shortraker Rockfish","rockfish, shortraker","R",0,146.0050404857
"2017","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","D",0,145.1345408233
"2017","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R",0,608.7854213579
"2017","USKT","BSAI Skate and GOA Skate, Other","skate, Alaskan","R",0,1.9644271405
"2017","USKT","BSAI Skate and GOA Skate, Other","skate, Aleutian","R",0,35.0928035481
"2017","USKT","BSAI Skate and GOA Skate, Other","skate, Whiteblotched","R",0,1.281563468
"2017","USKT","BSAI Skate and GOA Skate, Other","skate, other","D",0,1411.307438402
"2017","USKT","BSAI Skate and GOA Skate, Other","skate, other","R",0,87.1984439842
"2017","USRK","Shark","Pacific sleeper shark","D",0,135.7803300866
"2017","USRK","Shark","Pacific sleeper shark","R",0,0.8223629665
"2017","USRK","Shark","shark, other","D",0,0.2539341383
"2017","USRK","Shark","shark, other","R",0,6.8637597428
"2017","USRK","Shark","shark, salmon","D",0,9.1439202981
"2017","USRK","Shark","shark, salmon","R",0,3.4141897687
"2017","USRK","Shark","shark, spiny dogfish","D",0,838.05639051
"2017","USRK","Shark","shark, spiny dogfish","R",0,31.462527559
"2018","AMCK","Atka Mackerel","greenling, atka mackerel","D",0,51.0827370533
"2018","AMCK","Atka Mackerel","greenling, atka mackerel","R",0,1386.6274666688
"2018","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D",0,1557.6349995047
"2018","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R",0,17312.6237083866
"2018","BSKT","GOA Skate, Big","skate, big","D",0,725.6645385114
"2018","BSKT","GOA Skate, Big","skate, big","R",0,505.6944927444
"2018","DFL4","GOA Deep Water Flatfish","Kamchatka flounder","D",0,3.1223195294
"2018","DFL4","GOA Deep Water Flatfish","Kamchatka flounder","R",0,36.6612389056
"2018","DFL4","GOA Deep Water Flatfish","sole, dover","D",0,81.6973277675
"2018","DFL4","GOA Deep Water Flatfish","sole, dover","R",0,52.3072743442
"2018","DFL4","GOA Deep Water Flatfish","turbot, Greenland","D",0,0.7884229842
"2018","DFL4","GOA Deep Water Flatfish","turbot, Greenland","R",1,NA
"2018","DUSK","GOA Dusky Rockfish","rockfish, dusky","D",0,67.4329895654
"2018","DUSK","GOA Dusky Rockfish","rockfish, dusky","R",0,2825.6823187143
"2018","FSOL","Flathead Sole","sole, flathead","D",0,52.1156412418
"2018","FSOL","Flathead Sole","sole, flathead","R",0,2149.7982126147
"2018","HLBT","Halibut","halibut, Pacific","D",0,2943.2041100769
"2018","HLBT","Halibut","halibut, Pacific","R",0,3972.3445347836
"2018","LSKT","GOA Skate, Longnose","skate, longnose","D",0,362.7520272453
"2018","LSKT","GOA Skate, Longnose","skate, longnose","R",0,286.7876116235
"2018","NORK","Northern Rockfish","rockfish, northern","D",0,84.5723402485
"2018","NORK","Northern Rockfish","rockfish, northern","R",0,2274.2180621841
"2018","OCTP","Octopus","octopus, North Pacific","D",0,46.1120368854
"2018","OCTP","Octopus","octopus, North Pacific","R",0,157.447155057
"2018","PCOD","Pacific Cod","cod, Pacific (gray)","D",0,538.1083649759
"2018","PCOD","Pacific Cod","cod, Pacific (gray)","R",0,14143.1899194532
"2018","PLCK","Pollock","pollock, walleye","D",0,1886.4867449738
"2018","PLCK","Pollock","pollock, walleye","R",0,148928.828897947
"2018","POPA","Pacific Ocean Perch","perch, Pacific ocean","D",0,1103.6557659316
"2018","POPA","Pacific Ocean Perch","perch, Pacific ocean","R",0,20280.8754282133
"2018","REXS","GOA Rex Sole","sole, rex","D",0,69.5324074653
"2018","REXS","GOA Rex Sole","sole, rex","R",0,1678.2535050732
"2018","REYE","Rougheye Rockfish","rockfish, rougheye","D",0,171.235528362
"2018","REYE","Rougheye Rockfish","rockfish, rougheye","R",0,347.6793645093
"2018","ROCK","Other Rockfish","rockfish, bocaccio","R",1,NA
"2018","ROCK","Other Rockfish","rockfish, canary","D",1,NA
"2018","ROCK","Other Rockfish","rockfish, canary","R",0,0.1670432584
"2018","ROCK","Other Rockfish","rockfish, china","D",0,0.3105989546
"2018","ROCK","Other Rockfish","rockfish, china","R",0,0.1316806422
"2018","ROCK","Other Rockfish","rockfish, copper","R",0,0.0551253585
"2018","ROCK","Other Rockfish","rockfish, darkblotched","D",0,0.2727459363
"2018","ROCK","Other Rockfish","rockfish, darkblotched","R",0,0.187586948
"2018","ROCK","Other Rockfish","rockfish, greenstripe","D",1,NA
"2018","ROCK","Other Rockfish","rockfish, greenstripe","R",1,NA
"2018","ROCK","Other Rockfish","rockfish, harlequin","D",0,157.7217468979
"2018","ROCK","Other Rockfish","rockfish, harlequin","R",0,390.7900820378
"2018","ROCK","Other Rockfish","rockfish, other","D",0,7.6239215933
"2018","ROCK","Other Rockfish","rockfish, quillback","D",0,4.5708025131
"2018","ROCK","Other Rockfish","rockfish, quillback","R",0,2.6718332307
"2018","ROCK","Other Rockfish","rockfish, redbanded","D",0,16.1214624077
"2018","ROCK","Other Rockfish","rockfish, redbanded","R",0,29.8579626592
"2018","ROCK","Other Rockfish","rockfish, redstripe","D",0,7.4252438345
"2018","ROCK","Other Rockfish","rockfish, redstripe","R",0,132.7615061134
"2018","ROCK","Other Rockfish","rockfish, rosethorn","D",1,NA
"2018","ROCK","Other Rockfish","rockfish, rosethorn","R",0,0.2051839538
"2018","ROCK","Other Rockfish","rockfish, sharpchin","D",0,10.0973853
"2018","ROCK","Other Rockfish","rockfish, sharpchin","R",0,144.2960305484
"2018","ROCK","Other Rockfish","rockfish, silvergray","D",0,3.6748549112
"2018","ROCK","Other Rockfish","rockfish, silvergray","R",0,15.6594128253
"2018","ROCK","Other Rockfish","rockfish, tiger","D",0,5.5000375392
"2018","ROCK","Other Rockfish","rockfish, tiger","R",0,0.5964347599
"2018","ROCK","Other Rockfish","rockfish, widow","R",0,12.1169696134
"2018","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","D",0,17.1945929292
"2018","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","R",0,77.1091652226
"2018","ROCK","Other Rockfish","rockfish, yellowtail","R",0,0.1521848688
"2018","SABL","Sablefish","sablefish (blackcod)","D",0,1928.5437117129
"2018","SABL","Sablefish","sablefish (blackcod)","R",0,5238.8132196155
"2018","SCLP","Sculpin","sculpin, bigmouth","D",0,51.8535005653
"2018","SCLP","Sculpin","sculpin, bigmouth","R",1,NA
"2018","SCLP","Sculpin","sculpin, general","D",0,10.3062069275
"2018","SCLP","Sculpin","sculpin, general","R",0,10.9488108383
"2018","SCLP","Sculpin","sculpin, great","D",0,92.5138066826
"2018","SCLP","Sculpin","sculpin, other large","D",0,259.746925794
"2018","SCLP","Sculpin","sculpin, plain","D",0,7.0922788538
"2018","SCLP","Sculpin","sculpin, yellow irish lord","D",0,149.4767051049
"2018","SCLP","Sculpin","sculpin, yellow irish lord","R",1,NA
"2018","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","D",0,1.3315572272
"2018","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","R",0,7.5113085623
"2018","SFL1","GOA Shallow Water Flatfish","flounder, general","D",0,0.8565154902
"2018","SFL1","GOA Shallow Water Flatfish","flounder, general","R",0,0.2182155037
"2018","SFL1","GOA Shallow Water Flatfish","flounder, starry","D",0,61.6247487568
"2018","SFL1","GOA Shallow Water Flatfish","flounder, starry","R",0,20.1617272538
"2018","SFL1","GOA Shallow Water Flatfish","groundfish, general","D",0,6.4633765298
"2018","SFL1","GOA Shallow Water Flatfish","sole, English","D",0,23.2879872009
"2018","SFL1","GOA Shallow Water Flatfish","sole, English","R",0,105.7807021255
"2018","SFL1","GOA Shallow Water Flatfish","sole, butter","D",0,7.9386806657
"2018","SFL1","GOA Shallow Water Flatfish","sole, butter","R",0,410.5906230531
"2018","SFL1","GOA Shallow Water Flatfish","sole, petrale","D",0,0.0204409817
"2018","SFL1","GOA Shallow Water Flatfish","sole, rock","D",0,118.210351276
"2018","SFL1","GOA Shallow Water Flatfish","sole, rock","R",0,1987.2922772861
"2018","SFL1","GOA Shallow Water Flatfish","sole, sand","D",1,NA
"2018","SFL1","GOA Shallow Water Flatfish","sole, sand","R",1,NA
"2018","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","D",0,4.5886722072
"2018","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","R",0,0.121211407
"2018","SQID","Squid","squid, majestic","D",0,30.2878104806
"2018","SQID","Squid","squid, majestic","R",0,8.0171389577
"2018","SRKR","Shortraker Rockfish","rockfish, shortraker","D",0,192.9053805018
"2018","SRKR","Shortraker Rockfish","rockfish, shortraker","R",0,157.7619135984
"2018","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","D",0,205.3597182286
"2018","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R",0,650.9639392009
"2018","USKT","BSAI Skate and GOA Skate, Other","skate, Alaskan","R",0,1.4489764557
"2018","USKT","BSAI Skate and GOA Skate, Other","skate, Aleutian","R",0,20.1105874985
"2018","USKT","BSAI Skate and GOA Skate, Other","skate, Whiteblotched","R",1,NA
"2018","USKT","BSAI Skate and GOA Skate, Other","skate, other","D",0,551.8822875627
"2018","USKT","BSAI Skate and GOA Skate, Other","skate, other","R",0,25.2973187987
"2018","USRK","Shark","Pacific sleeper shark","D",0,245.3475920194
"2018","USRK","Shark","Pacific sleeper shark","R",1,NA
"2018","USRK","Shark","shark, other","D",0,0.8272058284
"2018","USRK","Shark","shark, other","R",0,5.4199752288
"2018","USRK","Shark","shark, salmon","D",0,5.0073309862
"2018","USRK","Shark","shark, salmon","R",1,NA
"2018","USRK","Shark","shark, spiny dogfish","D",0,1267.3062944765
"2018","USRK","Shark","shark, spiny dogfish","R",0,17.870178599
"2019","AMCK","Atka Mackerel","greenling, atka mackerel","D",0,130.240140841
"2019","AMCK","Atka Mackerel","greenling, atka mackerel","R",0,1124.1337124393
"2019","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D",0,1316.6200211083
"2019","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R",0,23250.7844262533
"2019","BSKT","GOA Skate, Big","skate, big","D",0,599.4901607112
"2019","BSKT","GOA Skate, Big","skate, big","R",0,649.2074785883
"2019","DFL4","GOA Deep Water Flatfish","Kamchatka flounder","D",0,4.9553480152
"2019","DFL4","GOA Deep Water Flatfish","Kamchatka flounder","R",0,8.3511669452
"2019","DFL4","GOA Deep Water Flatfish","sole, dover","D",0,55.2832414383
"2019","DFL4","GOA Deep Water Flatfish","sole, dover","R",0,23.1249437271
"2019","DFL4","GOA Deep Water Flatfish","turbot, Greenland","D",0,6.6074122518
"2019","DUSK","GOA Dusky Rockfish","rockfish, dusky","D",0,154.5209336365
"2019","DUSK","GOA Dusky Rockfish","rockfish, dusky","R",0,2239.6754172368
"2019","FSOL","Flathead Sole","sole, flathead","D",0,135.9764277765
"2019","FSOL","Flathead Sole","sole, flathead","R",0,2531.5051698689
"2019","HLBT","Halibut","halibut, Pacific","D",0,3258.8923200079
"2019","HLBT","Halibut","halibut, Pacific","R",0,3838.2105410936
"2019","LSKT","GOA Skate, Longnose","skate, longnose","D",0,407.8474051597
"2019","LSKT","GOA Skate, Longnose","skate, longnose","R",0,282.7509022018
"2019","NORK","Northern Rockfish","rockfish, northern","D",0,154.9442856535
"2019","NORK","Northern Rockfish","rockfish, northern","R",0,2593.2149866607
"2019","OCTP","Octopus","octopus, North Pacific","D",0,112.0976742456
"2019","OCTP","Octopus","octopus, North Pacific","R",0,221.253381567
"2019","PCOD","Pacific Cod","cod, Pacific (gray)","D",0,1119.0748016858
"2019","PCOD","Pacific Cod","cod, Pacific (gray)","R",0,14081.3457446741
"2019","PLCK","Pollock","pollock, walleye","D",0,1056.3748724183
"2019","PLCK","Pollock","pollock, walleye","R",0,109592.89663765
"2019","POPA","Pacific Ocean Perch","perch, Pacific ocean","D",0,1695.4962338433
"2019","POPA","Pacific Ocean Perch","perch, Pacific ocean","R",0,20487.1674363206
"2019","REXS","GOA Rex Sole","sole, rex","D",0,70.5082956266
"2019","REXS","GOA Rex Sole","sole, rex","R",0,1539.5133544525
"2019","REYE","Rougheye Rockfish","rockfish, rougheye","D",0,91.9566924306
"2019","REYE","Rougheye Rockfish","rockfish, rougheye","R",0,449.4908096158
"2019","ROCK","Other Rockfish","rockfish, canary","D",0,0.11697018
"2019","ROCK","Other Rockfish","rockfish, canary","R",0,0.3542327543
"2019","ROCK","Other Rockfish","rockfish, chilipepper","R",1,NA
"2019","ROCK","Other Rockfish","rockfish, china","D",0,0.1021735309
"2019","ROCK","Other Rockfish","rockfish, china","R",0,0.120138862
"2019","ROCK","Other Rockfish","rockfish, copper","R",0,0.0526167149
"2019","ROCK","Other Rockfish","rockfish, darkblotched","D",0,1.7298071217
"2019","ROCK","Other Rockfish","rockfish, darkblotched","R",1,NA
"2019","ROCK","Other Rockfish","rockfish, harlequin","D",0,103.0519327448
"2019","ROCK","Other Rockfish","rockfish, harlequin","R",0,226.5788311491
"2019","ROCK","Other Rockfish","rockfish, other","D",0,26.0154018339
"2019","ROCK","Other Rockfish","rockfish, other","R",1,NA
"2019","ROCK","Other Rockfish","rockfish, quillback","D",0,4.8479927823
"2019","ROCK","Other Rockfish","rockfish, quillback","R",0,3.5469585268
"2019","ROCK","Other Rockfish","rockfish, redbanded","D",0,12.2775518544
"2019","ROCK","Other Rockfish","rockfish, redbanded","R",0,13.0810076141
"2019","ROCK","Other Rockfish","rockfish, redstripe","D",0,35.8021843109
"2019","ROCK","Other Rockfish","rockfish, redstripe","R",0,56.0594593572
"2019","ROCK","Other Rockfish","rockfish, rosethorn","D",0,0.2146548824
"2019","ROCK","Other Rockfish","rockfish, rosethorn","R",0,0.8686901084
"2019","ROCK","Other Rockfish","rockfish, sharpchin","D",0,10.548171516
"2019","ROCK","Other Rockfish","rockfish, sharpchin","R",0,42.4692838417
"2019","ROCK","Other Rockfish","rockfish, silvergray","D",0,1.467594637
"2019","ROCK","Other Rockfish","rockfish, silvergray","R",0,12.894366461
"2019","ROCK","Other Rockfish","rockfish, tiger","D",0,0.7934341855
"2019","ROCK","Other Rockfish","rockfish, tiger","R",0,0.6334156496
"2019","ROCK","Other Rockfish","rockfish, vermilion","D",1,NA
"2019","ROCK","Other Rockfish","rockfish, widow","D",0,2.8715896424
"2019","ROCK","Other Rockfish","rockfish, widow","R",0,14.9564235506
"2019","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","D",0,41.8048367808
"2019","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","R",0,77.570881782
"2019","ROCK","Other Rockfish","rockfish, yellowmouth","D",0,0.5613978266
"2019","ROCK","Other Rockfish","rockfish, yellowtail","D",1,NA
"2019","ROCK","Other Rockfish","rockfish, yellowtail","R",0,0.1081847256
"2019","SABL","Sablefish","sablefish (blackcod)","D",0,2095.4273763969
"2019","SABL","Sablefish","sablefish (blackcod)","R",0,5717.437394422
"2019","SCLP","Sculpin","sculpin, bigmouth","D",0,44.9805787954
"2019","SCLP","Sculpin","sculpin, bigmouth","R",1,NA
"2019","SCLP","Sculpin","sculpin, general","D",0,9.0321027052
"2019","SCLP","Sculpin","sculpin, general","R",0,8.22609758
"2019","SCLP","Sculpin","sculpin, great","D",0,74.9661427681
"2019","SCLP","Sculpin","sculpin, great","R",1,NA
"2019","SCLP","Sculpin","sculpin, other large","D",0,203.4815337112
"2019","SCLP","Sculpin","sculpin, other large","R",1,NA
"2019","SCLP","Sculpin","sculpin, plain","D",0,4.0155386465
"2019","SCLP","Sculpin","sculpin, yellow irish lord","D",0,288.0686018977
"2019","SCLP","Sculpin","sculpin, yellow irish lord","R",1,NA
"2019","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","D",0,0.2177239389
"2019","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","R",0,3.7679918176
"2019","SFL1","GOA Shallow Water Flatfish","flounder, general","D",0,0.4170749273
"2019","SFL1","GOA Shallow Water Flatfish","flounder, starry","D",0,70.5956346525
"2019","SFL1","GOA Shallow Water Flatfish","flounder, starry","R",0,36.3382145452
"2019","SFL1","GOA Shallow Water Flatfish","groundfish, general","D",0,7.1053040587
"2019","SFL1","GOA Shallow Water Flatfish","groundfish, general","R",1,NA
"2019","SFL1","GOA Shallow Water Flatfish","sole, English","D",0,34.3072113177
"2019","SFL1","GOA Shallow Water Flatfish","sole, English","R",0,233.1064682748
"2019","SFL1","GOA Shallow Water Flatfish","sole, butter","D",0,22.3379313011
"2019","SFL1","GOA Shallow Water Flatfish","sole, butter","R",0,273.2680952032
"2019","SFL1","GOA Shallow Water Flatfish","sole, petrale","D",1,NA
"2019","SFL1","GOA Shallow Water Flatfish","sole, rock","D",0,178.3877167394
"2019","SFL1","GOA Shallow Water Flatfish","sole, rock","R",0,1993.4861693701
"2019","SFL1","GOA Shallow Water Flatfish","sole, sand","D",1,NA
"2019","SFL1","GOA Shallow Water Flatfish","sole, sand","R",0,6.1013977335
"2019","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","D",0,0.909222827
"2019","SFL1","GOA Shallow Water Flatfish","sole, yellowfin","R",1,NA
"2019","SRKR","Shortraker Rockfish","rockfish, shortraker","D",0,200.6851580212
"2019","SRKR","Shortraker Rockfish","rockfish, shortraker","R",0,136.8151946841
"2019","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","D",0,58.7385043182
"2019","THDS","GOA Thornyhead Rockfish","rockfish, thornyhead (idiots)","R",0,441.0741279807
"2019","USKT","BSAI Skate and GOA Skate, Other","skate, Alaskan","R",0,1.4097621782
"2019","USKT","BSAI Skate and GOA Skate, Other","skate, Aleutian","R",0,31.5078763934
"2019","USKT","BSAI Skate and GOA Skate, Other","skate, other","D",0,690.92419713
"2019","USKT","BSAI Skate and GOA Skate, Other","skate, other","R",0,36.5779495226
"2019","USRK","Shark","Pacific sleeper shark","D",0,85.4710074148
"2019","USRK","Shark","Pacific sleeper shark","R",1,NA
"2019","USRK","Shark","shark, other","D",0,4.4507662969
"2019","USRK","Shark","shark, other","R",0,1.8588215322
"2019","USRK","Shark","shark, salmon","D",0,13.6263434716
"2019","USRK","Shark","shark, salmon","R",0,1.2845735917
"2019","USRK","Shark","shark, spiny dogfish","D",0,914.7155380019
"2019","USRK","Shark","shark, spiny dogfish","R",0,38.0140770687
"2020","AMCK","Atka Mackerel","greenling, atka mackerel","D",0,93.94803901
"2020","AMCK","Atka Mackerel","greenling, atka mackerel","R",0,513.6958190528
"2020","ARTH","Arrowtooth Flounder","flounder, arrowtooth","D",0,1280.601191092
"2020","ARTH","Arrowtooth Flounder","flounder, arrowtooth","R",0,19835.3752904443
"2020","BSKT","GOA Skate, Big","skate, big","D",0,285.8943427414
"2020","BSKT","GOA Skate, Big","skate, big","R",0,556.5598323071
"2020","DFL4","GOA Deep Water Flatfish","Kamchatka flounder","D",0,5.8157184433
"2020","DFL4","GOA Deep Water Flatfish","Kamchatka flounder","R",0,4.1285403678
"2020","DFL4","GOA Deep Water Flatfish","sole, dover","D",0,39.9259570524
"2020","DFL4","GOA Deep Water Flatfish","sole, dover","R",0,49.6801728157
"2020","DUSK","GOA Dusky Rockfish","rockfish, dusky","D",0,56.0568256402
"2020","DUSK","GOA Dusky Rockfish","rockfish, dusky","R",0,2058.3904145129
"2020","FSOL","Flathead Sole","sole, flathead","D",0,46.3977424292
"2020","FSOL","Flathead Sole","sole, flathead","R",0,1864.9326182339
"2020","HLBT","Halibut","halibut, Pacific","D",0,2016.2272801353
"2020","HLBT","Halibut","halibut, Pacific","R",0,3498.4439960111
"2020","LSKT","GOA Skate, Longnose","skate, longnose","D",0,197.6394709417
"2020","LSKT","GOA Skate, Longnose","skate, longnose","R",0,186.2329094614
"2020","NORK","Northern Rockfish","rockfish, northern","D",0,32.7829394854
"2020","NORK","Northern Rockfish","rockfish, northern","R",0,2352.1342605619
"2020","OCTP","Octopus","octopus, North Pacific","D",0,49.011065961
"2020","OCTP","Octopus","octopus, North Pacific","R",0,28.0379447535
"2020","PCOD","Pacific Cod","cod, Pacific (gray)","D",0,1356.5721111635
"2020","PCOD","Pacific Cod","cod, Pacific (gray)","R",0,4728.7774842804
"2020","PLCK","Pollock","pollock, walleye","D",0,501.6825467861
"2020","PLCK","Pollock","pollock, walleye","R",0,99469.3824212299
"2020","POPA","Pacific Ocean Perch","perch, Pacific ocean","D",0,1130.8779930667
"2020","POPA","Pacific Ocean Perch","perch, Pacific ocean","R",0,22594.0004290472
"2020","REXS","GOA Rex Sole","sole, rex","D",0,56.7852157328
"2020","REXS","GOA Rex Sole","sole, rex","R",0,1180.6254183848
"2020","REYE","Rougheye Rockfish","rockfish, rougheye","D",0,11.2692551808
"2020","REYE","Rougheye Rockfish","rockfish, rougheye","R",0,179.5041890148
"2020","ROCK","Other Rockfish","rockfish, bocaccio","R",1,NA
"2020","ROCK","Other Rockfish","rockfish, canary","D",0,0.109627042
"2020","ROCK","Other Rockfish","rockfish, canary","R",0,0.1511063501
"2020","ROCK","Other Rockfish","rockfish, china","D",0,0.0100697169
"2020","ROCK","Other Rockfish","rockfish, china","R",0,0.0916441728
"2020","ROCK","Other Rockfish","rockfish, copper","R",1,NA
"2020","ROCK","Other Rockfish","rockfish, darkblotched","D",0,0.0182722306
"2020","ROCK","Other Rockfish","rockfish, darkblotched","R",1,NA
"2020","ROCK","Other Rockfish","rockfish, harlequin","D",0,57.6907927098
"2020","ROCK","Other Rockfish","rockfish, harlequin","R",0,164.3237975925
"2020","ROCK","Other Rockfish","rockfish, other","D",0,111.3017439286
"2020","ROCK","Other Rockfish","rockfish, pygmy","D",1,NA
"2020","ROCK","Other Rockfish","rockfish, quillback","D",0,0.6820977629
"2020","ROCK","Other Rockfish","rockfish, quillback","R",0,0.9720939763
"2020","ROCK","Other Rockfish","rockfish, redbanded","D",0,5.2121656777
"2020","ROCK","Other Rockfish","rockfish, redbanded","R",0,16.1185175611
"2020","ROCK","Other Rockfish","rockfish, redstripe","D",0,13.4001597412
"2020","ROCK","Other Rockfish","rockfish, redstripe","R",0,66.9006694268
"2020","ROCK","Other Rockfish","rockfish, rosethorn","D",0,0.0315891362
"2020","ROCK","Other Rockfish","rockfish, rosethorn","R",0,0.0027308112
"2020","ROCK","Other Rockfish","rockfish, sharpchin","D",0,16.0424427726
"2020","ROCK","Other Rockfish","rockfish, sharpchin","R",0,48.044651566
"2020","ROCK","Other Rockfish","rockfish, silvergray","D",0,2.2812589742
"2020","ROCK","Other Rockfish","rockfish, silvergray","R",0,20.5641299434
"2020","ROCK","Other Rockfish","rockfish, tiger","D",0,0.4282108325
"2020","ROCK","Other Rockfish","rockfish, tiger","R",0,0.1022249089
"2020","ROCK","Other Rockfish","rockfish, widow","D",0,0.8364417703
"2020","ROCK","Other Rockfish","rockfish, widow","R",0,31.6766032755
"2020","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","D",0,19.3387991385
"2020","ROCK","Other Rockfish","rockfish, yelloweye (red snapper)","R",0,69.7275503574
"2020","ROCK","Other Rockfish","rockfish, yellowtail","D",1,NA
"2020","ROCK","Other Rockfish","rockfish, yellowtail","R",0,6.0224106951
"2020","SABL","Sablefish","sablefish (blackcod)","D",0,1491.0805355315
"2020","SABL","Sablefish","sablefish (blackcod)","R",0,6011.5997637087
"2020","SCLP","Sculpin","sculpin, bigmouth","D",0,34.7219678749
"2020","SCLP","Sculpin","sculpin, general","D",0,4.2593802521
"2020","SCLP","Sculpin","sculpin, general","R",0,4.3689034691
"2020","SCLP","Sculpin","sculpin, great","D",0,54.8130150353
"2020","SCLP","Sculpin","sculpin, other large","D",0,168.7057676466
"2020","SCLP","Sculpin","sculpin, plain","D",0,3.5522207928
"2020","SCLP","Sculpin","sculpin, yellow irish lord","D",0,272.9623976587
"2020","SCLP","Sculpin","sculpin, yellow irish lord","R",1,NA
"2020","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","D",0,1.3362459597
"2020","SFL1","GOA Shallow Water Flatfish","flounder, Alaska plaice","R",0,2.5745902921
"2020","SFL1","GOA Shallow Water Flatfish","flounder, general","D",0,0.6281894266
"2020","SFL1","GOA Shallow Water Flatfish","flounder, general","R",1,NA
"2020","SFL1","GOA Shallow Water Flatfish","flounder, starry","D",0,26.8952463049
"2020","SFL1","GOA Shallow Water Flatfish","flounder, starry","R",0,46.4884099219
"2020","SFL1","GOA Shallow Water Flatfish","groundfish, general","D",0,10.6906234852
"2020","SFL1","GOA Shallow Water Flatfish","sole, English","D",0,64.8635794221
"2020","SFL1","GOA Shallow Water Flatfish","sole, English","R",0,414.7286596568
"2020","SFL1","GOA Shallow Water Flatfish","sole, butter","D",0,23.7274077597
"2020","SFL1","GOA Shallow Water Flatfish","sole, butter","R",0,571.617522339
"2020","SFL1","GOA Shallow Water Flatfish","sole, petrale","D",1,NA
